,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Agl,36.96578404443435,-0.3402007497018652,0.32669491590567773,-1.041340814131576,0.29771740075752007,0.9474502956129918
Frrs1,22.59363198020868,0.46175787372033894,0.3977210833492908,1.161009292823456,0.24563812034808585,
Snx7,83.29519023824176,-0.18111142032788372,0.2435689070568543,-0.743573646227383,0.45713445165222066,0.9589335095447377
Dpyd,47.741659540874075,0.3110392522343306,0.2933294768522324,1.0603750280133615,0.2889740182708612,0.9474502956129918
Ptbp2,29.27711991685256,-0.027902662452313858,0.356346492184996,-0.0783020545010116,0.937587783227238,
Alg14,54.65075681441298,-0.21185245103635103,0.2861629119794806,-0.7403211323609328,0.45910516124976486,0.9589335095447377
Cnn3,244.49122582690157,0.10158340884191215,0.1997943281380778,0.5084399031173091,0.6111448748162531,0.9775910871653066
A730020M07Rik,11.455367435033859,-1.3774852146925611,0.5322532645533804,-2.588025863680562,0.009652773265936542,
F3,656.9787050940485,0.09806867497420403,0.2095535224388565,0.46798867340833417,0.639792689613214,0.9802796251612313
Abcd3,90.67733336885159,-0.20827299635149693,0.23106190134630492,-0.9013731607762847,0.3673899466306312,0.9492504925724602
Arhgap29,152.719631472457,-0.6320635679885183,0.24946836285271917,-2.533642185168286,0.011288393345089435,0.40499692477380317
Gclm,117.85289660607823,-0.1278139008925705,0.25439941246531955,-0.5024142927609726,0.6153761272104821,0.9775910871653066
Dnttip2,121.4343534277548,0.04976978815954848,0.2974345776308914,0.16733020268178606,0.8671102408432239,0.9918052810871902
Pde5a,34.00470634931999,0.09479861643205906,0.32521949705785774,0.2914911845374204,0.7706756850288214,
1810037I17Rik,367.2653454943127,-0.09499344102461448,0.25763500987849486,-0.3687132469667653,0.7123414737614105,0.9832630931646704
Usp53,158.2460384878681,-0.26349137237245857,0.21651964101898347,-1.2169398172489896,0.22362711470569208,0.9449068990430718
Synpo2,14.304697928183119,-0.5962461778732898,0.4986469010240235,-1.1957282330419299,0.23180263000711465,
Sec24d,200.89376341170373,0.0492262057613003,0.22630356957359332,0.21752288686410698,0.8278008728292534,0.9887406676792517
Mettl14,12.981340564450827,0.42842482616807603,0.505647767140167,0.8472791812987784,0.3968395278780851,
Snhg8,324.2072045831515,0.46188559179859473,0.21562320401317975,2.1420959488681115,0.032185761839168894,0.6029530491927131
Arsj,44.41621678034054,-0.946556899749761,0.33050176099159634,-2.8639995651152645,0.004183285859168944,0.25532851832467435
Camk2d,462.8713756879882,0.1365478224441764,0.1887088757096246,0.7235898254954848,0.4693175896369749,0.9595946031411595
Gm15551,16.949964025124952,0.7084808862005403,0.462180475577941,1.532909596223443,0.1252981311242732,
Ank2,186.61082961494006,-0.43115670911983095,0.22172301066300257,-1.9445735822843722,0.05182632139427319,0.7164211047902538
Larp7,58.377887649415015,0.5836731113656185,0.2992594280192381,1.9503917227566736,0.05112944766683575,0.7164211047902538
Tifa,26.05592711731412,1.220576609031114,0.8544030396457736,1.428572409500266,0.15312716890892644,
Ap1ar,27.424534952830946,-0.2662470349251439,0.36996164953271593,-0.7196611736957874,0.471733637212721,
Enpep,96.07197322136639,-0.29426818718944747,0.2632196693778551,-1.11795667810456,0.26358549629525385,0.9474502956129918
Elovl6,19.823139377027566,0.01751638508908134,0.4291454265152318,0.040816897971670735,0.9674418679514215,
Gar1,62.68013212141613,0.09677590266454066,0.30636226912068165,0.3158871454448553,0.752088169193134,0.9849759672058356
Pla2g12a,122.48805470523493,0.46636754193056057,0.24838257519881585,1.8776177900452977,0.060433470277866684,0.7364127994813543
Casp6,48.31232785828501,0.4242745843886137,0.29798242741438086,1.4238241767143143,0.15449737524238527,0.8953840545257316
Mcub,7.96511389489105,0.4865079469412017,0.6568087346454864,0.7407147945494287,0.45886638704169824,
Sec24b,98.72017669034047,-0.21958391781645917,0.2527236794497848,-0.8688695823617494,0.38491846859623613,0.9534713840069736
Ostc,502.7598711478195,0.030221568222679268,0.20917351815201396,0.14448085249833664,0.8851207752988026,0.9935055500003961
Rpl34,4899.881206307408,0.31781791026008727,0.26344618063946407,1.2063864789713272,0.22766850700742214,0.9449068990430718
Hadh,140.40381758994943,-0.020514756685624105,0.21823980275366678,-0.09400098619397888,0.9251083733371981,0.9935055500003961
Cyp2u1,12.577055144681141,-0.5024803198365054,0.47684977307006055,-1.053749730447453,0.291997514071176,
Sgms2,46.892579848212335,-0.20919829801676362,0.29477932590629474,-0.7096776457222246,0.47790405757216536,0.96040334646714
Papss1,81.723514632395,0.08660681961654716,0.25211125965235137,0.34352618655736983,0.7312026440656245,0.9849759672058356
Dkk2,21.837755474844897,-0.008560409809594204,0.44149271684938113,-0.019389696551924452,0.9845302298252963,
Aimp1,190.04664109159017,0.3360690338592337,0.21955639798835777,1.5306729247628401,0.12585024856565635,0.8873047946686209
Tbck,48.36992956984633,0.25055467775348106,0.30187803938367963,0.8299864351345949,0.4065464531245109,0.9589335095447377
Gstcd,10.216255538756332,0.1345365952465946,0.5668573538314586,0.23733765529766032,0.8123948517788688,
Ints12,19.888811892575262,-0.09206879903141697,0.3941256712284019,-0.23360264441658685,0.8152934745985684,
Ppa2,69.32294858380179,0.10209032518534472,0.2778346795986978,0.36744989982101295,0.7132834560855235,0.9832630931646704
Tet2,62.68570353663479,-0.5786280118225946,0.27214992155925033,-2.126136978131078,0.033491855738101976,0.6085336713150491
Bdh2,135.19321157957953,0.19202606848454615,0.2418103155666257,0.7941185967793728,0.42712639225687177,0.9589335095447377
Cisd2,147.23356323656026,0.03571966381141333,0.212530059299294,0.1680687613280687,0.8665291845870314,0.9918052810871902
Ube2d3,906.8896854577234,0.10109531076739803,0.17057254392649956,0.592682201016832,0.5533938553802304,0.9726193330447768
Manba,67.43437428120862,-0.44623914208904497,0.24802337422751586,-1.7991818048556285,0.07198992666525716,0.7770195244707956
Nfkb1,1199.0587218139412,0.18747503834631984,0.1854296817287243,1.0110303625532175,0.31200189794123545,0.9474502956129918
Slc39a8,12.993002855507273,0.8296061101302725,1.1093307338476255,0.7478437988036712,0.45455438013237304,
Ppp3ca,266.84933381059346,-0.19636375236967865,0.18868568167363814,-1.0406923865549107,0.2980183378317002,0.9474502956129918
H2afz,405.4210694116142,0.40598105606606094,0.30301529678424893,1.3398038329237387,0.18030912921125097,0.9174668045900132
Dnajb14,149.92508017046026,0.08811829821644575,0.22724320269915702,0.38777088674068677,0.6981855920268969,0.9802796251612313
Lamtor3,157.1638102032662,0.2950938901283732,0.21700322484590054,1.3598594690835901,0.17387439909356295,0.9141544718423049
Mttp,13.10825966995842,1.1465916530170561,0.5476210097242159,2.093768560111461,0.03628060214039414,
Trmt10a,19.2113713946238,-0.05096093835415831,0.41239786702910713,-0.1235722646222161,0.9016539537615821,
Adh1,422.56709571472067,0.43868036426795665,0.19686847285543285,2.2282915994888346,0.025861076162751667,0.5591343018636308
Adh5,121.97599081934304,0.3688416670496348,0.23853172843844495,1.5463002321086077,0.12203207595010208,0.8813143746888524
Metap1,25.669045965997274,0.35351884507641285,0.35960675533550673,0.9830706454515462,0.32557267045717464,
Eif4e,303.76919002492457,-0.10250684659542526,0.22277957780533145,-0.46012676568135646,0.6454252332092498,0.9802796251612313
Tspan5,116.10237784072118,-0.2709691281683716,0.22045457412907044,-1.2291381534670551,0.21902001232563317,0.9449068990430718
Rap1gds1,55.184811671778206,-0.06433238644013732,0.27016078575575025,-0.2381262930523885,0.8117831422932736,0.9875772127952741
Bmpr1b,8.618157402186053,-0.04123558038678259,0.6121683229244986,-0.06735987283658967,0.9462952134379574,
Pdlim5,211.45262229053452,-0.28752728375644415,0.19974086906209484,-1.43950151567158,0.15000848084376012,0.8953840545257316
Gbp5,11.200399326528114,1.5511174324145518,0.6309453805094177,2.458402074617296,0.01395568306429848,
Gbp7,67.90212032563478,0.14005061057979964,0.2568238354436213,0.5453178064173251,0.5855349594912165,0.9749756264217859
Gbp3,36.72559851768728,0.9065388879858568,0.32349714613081254,2.8023087647866904,0.005073828746188461,0.28132348514527566
Gbp2,97.98683847612973,0.5779385942375329,0.24198904376265543,2.38828413572467,0.016927249153548388,0.4806251759388198
Kyat3,6.706442741716486,0.5188631303503721,0.6330459762046506,0.8196294579757892,0.41242737515996686,
Gtf2b,106.61223547627719,0.39566946217478144,0.25993986871420044,1.522157659507836,0.1279695813366976,0.8895622339413337
Pkn2,271.6852212855357,-0.2299812096333705,0.2848847004010663,-0.8072782052163503,0.4195062177962785,0.9589335095447377
Lmo4,226.45685262531032,0.31246749154566333,0.2197545154476804,1.4218933836654484,0.1550572042289539,0.8953840545257316
Gm43445,10.520043240741575,0.16862859711604547,0.5266114312849894,0.32021446383070956,0.74880575945598,
Hs2st1,112.84706483412137,-0.23629953434944068,0.23356724011677601,-1.0116981055703642,0.31168242159561554,0.9474502956129918
Selenof,1254.1368194223548,0.2010045548979992,0.21394814882116236,0.9395012576903266,0.34747344681543335,0.9479627203894229
Sh3glb1,637.3804341031495,-0.015716312222399664,0.19883126919160654,-0.07904346376854046,0.9369980521016087,0.9935055500003961
Odf2l,20.235616505610036,-0.4711881513842256,0.39468644647602374,-1.193829065049613,0.2325448397473182,
Znhit6,29.07669996161875,0.03341810789484631,0.35169354179841883,0.09502053328576804,0.9242985175084792,
Ccn1,1728.5253135495461,-0.4076352387395299,0.18085927826108403,-2.2538807113399937,0.024203673439752688,0.5425255509148544
Bcl10,131.18146979555627,-0.0599110329935123,0.2325474114460266,-0.2576293265144232,0.7966929942428088,0.9870292044714662
2410004B18Rik,65.5112921931958,0.1948838950869258,0.2908547600637148,0.6700385272850079,0.5028332303544594,0.9663110277680319
Syde2,57.10812706395855,0.7262249567478866,0.2981260239792139,2.435966330797478,0.014852066877324741,0.45549334197745056
Mcoln2,7.324363552907772,-0.7386625451203139,0.654731019753954,-1.1281923764630875,0.2592386828286135,
Lpar3,8.514475090964739,0.47864821103132665,0.5788321608775825,0.826920553802048,0.4082820927464471,
Ssx2ip,18.182871681254586,-0.04188096539414084,0.4350761596015919,-0.0962612279939496,0.9233131036192463,
Ctbs,41.915419207961,-0.02665836388740648,0.3209030227157785,-0.08307295974278685,0.9337935265098289,0.9935055500003961
Spata1,7.560320358965264,0.10364886724060304,0.593179630740683,0.17473436690868877,0.8612883622964678,
Gng5,1014.5139346279645,0.16072078139458706,0.24699813450627028,0.6506963371033356,0.5152425281509037,0.9677635393945486
Rpf1,33.78674016088415,0.4057911541229675,0.35893072187073116,1.13055564596979,0.2582421648250227,
Prkacb,107.49743685125345,-0.22123177737892313,0.24979656015238838,-0.8856478137407525,0.37580733782344,0.9526645485470263
Adgrl2,80.1733450460665,0.07829441183979546,0.26455674063593904,0.2959456321225915,0.7672716016845591,0.9861856572527775
Ptgfr,8.281293259418737,1.0453459890726335,0.6286717473652533,1.6627850598561984,0.09635546828678378,
Dnajb4,316.32664402649806,0.033232235700658135,0.19038863859651345,0.174549468632351,0.8614336570645842,0.9918052810871902
Fubp1,183.284046577626,0.013839172562742964,0.22877930323889703,0.06049136598817139,0.9517642922019272,0.9939721250359359
Nexn,61.60345510852114,-0.013522139559280784,0.2820137156053985,-0.047948517433816375,0.9617572725102389,0.9944852821739768
Usp33,65.79414194616692,-0.44692235891107673,0.2792020965756482,-1.6007127610876866,0.10944055343017117,0.8776878441918459
Zzz3,96.56817129180338,0.07891382821593698,0.2605949909965454,0.302821738492215,0.7620257158675728,0.98534592904413
Ak5,23.727387370840113,0.3067517797087082,0.3886434244208258,0.7892884851090527,0.4299434151728341,
Pigk,160.96934356407596,-0.12028062494917116,0.20976803425982693,-0.5733982557141516,0.5663750710771767,0.9747115507295188
St6galnac5,10.966041388814963,1.2234806253603463,0.542803027541116,2.2540047923142263,0.024195866492144804,
Rabggtb,52.2240244115949,-0.015396108373003509,0.28544064247048195,-0.053938038534914155,0.95698453039391,0.9944443501225665
Acadm,128.90325031775006,-0.16200577349717765,0.21053234434046078,-0.7695053888498541,0.44159334669664374,0.9589335095447377
Cryz,35.438060638574896,-0.006730188338890421,0.3108117341381177,-0.021653585111750247,0.9827242887966137,
Fpgt,18.140286430092328,0.3078436116526698,0.40952520759329886,0.7517085784824035,0.4522263304181604,
Negr1,73.706311523818,0.29566468096181264,0.2986360034333767,0.9900503541522014,0.3221495074972749,0.9474502956129918
Zranb2,128.04131919336746,-0.46525346261378625,0.24020522833055835,-1.936899816241834,0.0527575909328713,0.7164211047902538
Ptger3,9.674443371902473,0.8951815220245095,0.5833228075401167,1.5346245859981147,0.12487606986590924,
Ankrd13c,83.3832705385815,-0.6621080613962971,0.25033023848469216,-2.6449384037829113,0.008170578878162863,0.3478548303869708
Srsf11,289.00487276004543,-0.03312738209620055,0.22431225240431102,-0.14768422919890348,0.8825919784218609,0.9935055500003961
Lrrc40,17.498589309361396,0.21562298004780464,0.41175046170253304,0.5236739241438431,0.6005053551801709,
Wls,334.17935039440596,-0.20297729743223303,0.18433705969280537,-1.1011204028668533,0.2708442582813072,0.9474502956129918
AI838599,6.392641229850304,0.3845671870132656,0.6811964166423087,0.5645466969847539,0.5723821294381697,
Tmem68,21.62128779752236,0.037113242789965105,0.37881881776586185,0.09797095880517702,0.9219553539196331,
Tgs1,60.73984115601383,0.21000306626264167,0.3064306865378919,0.6853199613762363,0.4931420382728643,0.9649844120115794
Rps20,8959.659539979464,0.3309395791565624,0.2561680661283334,1.291884598101195,0.19639711230621482,0.9268942150902505
Chchd7,159.57829711842723,0.30826082666803434,0.3168029949753194,0.9730363397986483,0.3305352413683743,0.9474502956129918
Gm11808,82.01221554122226,0.87091669954933,0.3583009354799659,2.430684972626946,0.015070311395200292,0.45549334197745056
Penk,2790.2442612762648,0.5390239977281588,0.21421865326049835,2.5162327814314294,0.01186168103349621,0.4090500704401168
A830012C17Rik,29.98990409701034,0.30823106929660704,0.3435801106785863,0.8971155771730696,0.36965724744472683,
Impad1,180.57808318905322,-0.2589289658016993,0.220416794846771,-1.1747243034801458,0.24010503288255802,0.9474502956129918
Fam110b,44.256893089643604,0.597725424990892,0.30529052081731556,1.9578905476353394,0.0502428572904124,0.7164211047902538
Ubxn2b,50.44761396468849,0.47041181775953966,0.3048192443770893,1.5432484216042386,0.12277051282905907,0.8832813054356291
Sdcbp,541.6669753141779,0.06953289280388897,0.18486773812689555,0.37612237542583393,0.7068259204298539,0.9820665538285057
Nsmaf,83.03200756145228,-0.11704407173460593,0.2655330995634068,-0.4407890087038166,0.6593657514149056,0.9802796251612313
Tox,16.683013567480696,1.0113720680290268,0.43988201073067296,2.2991894266125392,0.021494185157698274,
Car8,11.831260065546589,0.2722244097239425,0.5112787794881898,0.532438310849611,0.5944224570247078,
Rab2a,635.7784665822691,-0.19052805095810957,0.24129794859051149,-0.7895966462667294,0.4297633674848682,0.9589335095447377
Gm11816,9.466483929429183,0.14543488857754566,0.5307732324535543,0.274005695248153,0.7840802449269055,
Asph,218.79368607921984,-0.18546251801042316,0.21184246983227403,-0.8754737336534211,0.3813161959142628,0.9534713840069736
Gdf6,8.39648759278682,-0.7186483918680151,0.6053931834004542,-1.1870771121528223,0.23519720540502764,
2610301B20Rik,26.18247744685297,0.10050544885372811,0.34783198009741845,0.288948269867478,0.7726209643693833,
Plekhf2,27.38876319305772,-0.10654402923777505,0.3515675711624818,-0.30305420060638716,0.7618485564129572,
Ndufaf6,14.315299686474996,-0.09253799046153433,0.46240092042155345,-0.20012501354273027,0.8413828110792463,
Trp53inp1,54.31637410125883,-0.24895915370242175,0.31996876010015024,-0.7780733144838813,0.43652579351839227,0.9589335095447377
Ints8,32.80073207689248,0.11579078913397599,0.3393706881875152,0.3411926638460808,0.7329585457023693,
Dpy19l4,41.13411222659757,-0.20241459572218523,0.30520887694168924,-0.6632002245493566,0.5072023277030107,0.9667239560234276
Virma,65.23620430589646,-0.28871140481253355,0.25467345314020684,-1.1336533166399074,0.2569399989784601,0.9474502956129918
Gem,1017.0881149306105,0.35948306809148295,0.19506922876802918,1.8428486664033008,0.06535110899536863,0.7621989353156076
Pdp1,51.558032054539545,0.28583711154274044,0.2906556081812995,0.9834219725925485,0.3253998004669947,0.9474502956129918
1700123M08Rik,9.03254236903903,0.09753770960777808,0.5860054427600674,0.1664450574868017,0.8678067177027736,
Tmem67,19.691863319370253,0.20832279772130058,0.39118229408503913,0.532546592397695,0.5943474809316738,
Rbm12b2,8.107600521720169,-0.13140269398829196,0.6008716386089926,-0.218686796888079,0.8268940346156719,
Rbm12b1,9.61518618237382,0.1727114262801037,0.5946311134873291,0.29045137794287984,0.7714709429338767,
Fam92a,143.57288095771125,-0.008618872486997425,0.22317748964627812,-0.038618914930254745,0.9691942216078222,0.9944852821739768
Triqk,45.59873589311782,-0.4624491791358615,0.3176398564519071,-1.4558915379873918,0.14542260528012044,0.8943309561157617
Runx1t1,174.1066548505749,-0.16240937650082407,0.23439233019708633,-0.6928954388749149,0.4883751722722445,0.9646952694279025
Otud6b,47.670218954734715,-0.2917054717215784,0.2808098430596209,-1.0388007362677958,0.29889741887978527,0.9474502956129918
Pip4p2,53.67997385852338,0.2178604215416092,0.2966955713646076,0.7342894285195841,0.4627723594921861,0.9589335095447377
Tmem64,41.3006320326722,-0.06040172819267231,0.31285440023821154,-0.1930665771255946,0.8469068277567294,0.9911704039925424
Decr1,101.69325262920947,0.11843347806649385,0.235909314932037,0.5020296807720936,0.6156466429235976,0.9775910871653066
Nbn,42.64099005070291,-0.020964948040166353,0.30755541264139663,-0.06816640897362797,0.9456531665067782,0.9939721250359359
Osgin2,12.433240817537328,0.10818670793460494,0.48334947561247227,0.22382709280384977,0.8228918477367291,
Ripk2,18.78621273866566,0.41311211757415905,0.42505213480874304,0.9719092876925404,0.3310956788551196,
Mmp16,14.844173502234593,0.1265506596539388,0.44189431424945247,0.28638218590542913,0.774585417183943,
Cpne3,176.99088001443218,-0.12824729728642834,0.20829253249457022,-0.615707609632004,0.5380875140601877,0.9715489037165047
Rmdn1,32.71846793645956,0.1759194645948606,0.3388017805434792,0.5192400828374173,0.6035933305872874,
Wwp1,99.77203704263249,-0.0818094238876131,0.25174514270531156,-0.32496922486158064,0.745204363655327,0.9849759672058356
Ggh,282.1934196551348,0.10152537855522453,0.22289052329274228,0.45549437030968826,0.6487536167926402,0.9802796251612313
Ccnc,32.37663211475566,-0.3345596623736134,0.32637473626685326,-1.025078307838349,0.3053262399544243,
Tstd3,12.28285185983116,-0.27552397698396175,0.4913351903229407,-0.5607658120373338,0.5749571957996368,
Usp45,28.734724415081768,0.2613769403884749,0.3770169208406665,0.6932764179540287,0.4881360992457884,
Pnisr,138.5017527856367,-0.5034092969089181,0.2250901840878707,-2.236478231820172,0.025320461657526928,0.5538408554202063
Coq3,12.779326753818905,-0.2695908855822147,0.4677612052395321,-0.576342977062756,0.5643833791606675,
Fbxl4,26.899093958638048,0.26336066144115866,0.3709789371681287,0.7099073156323236,0.4777616135539283,
Ndufaf4,37.90277129338186,-0.08555035289525766,0.3262868900077809,-0.26219365691713065,0.7931721434292626,0.9866262364528611
Ufl1,101.5660068493955,-0.1467739833627773,0.24812903733020672,-0.5915228017729037,0.5541701818822249,0.9726193330447768
Manea,56.01514006687429,-0.33919209322917576,0.34049353689294726,-0.9961777727834503,0.3191637770841895,0.9474502956129918
Map3k7,65.10534892073747,-0.5007634549013424,0.2741460935666567,-1.8266299124907475,0.06775543273188037,0.7694353153503823
Bach2,24.377272343864924,-0.1372677138916326,0.3996697573327408,-0.3434528416853713,0.7312578123767565,
Casp8ap2,60.28270071495228,-0.1744220858499833,0.2753301177820405,-0.6335016570474177,0.5264060990993373,0.9701046240232268
Mdn1,25.10973239697449,-0.22813717033175732,0.46244213220117664,-0.493331282869595,0.6217785279078734,
Lyrm2,54.32551792544121,0.07139577491406458,0.3123876826427398,0.22854862365273187,0.8192197599783737,0.9875772127952741
4933421O10Rik,27.63701031375357,-0.13996166397489762,0.3492164322205365,-0.40078773809392026,0.6885764074022624,
Ube2j1,145.0731571364182,-0.06488238353094983,0.21785682236279597,-0.2978212149945963,0.7658396216783592,0.9857543394076788
Pnrc1,834.6507606701729,-0.07977833055433668,0.20881056376069773,-0.38206079767958817,0.702416268945257,0.9820307067584892
Rngtt,27.636372980249575,-0.052992120643282625,0.3443745275009386,-0.1538793273353767,0.8777048843454464,
Cnr1,11.845682504534835,0.8842820084892377,0.539530955492411,1.6389828970650708,0.10121682165820305,
Akirin2,117.56076482959477,-0.026711901092046873,0.2300604052379794,-0.11610820673125177,0.9075667847764444,0.9935055500003961
Orc3,27.438381024433692,-0.294876093726531,0.3832377344638812,-0.76943387148199,0.4416357873716591,
Rars2,11.494600191736884,0.0052642728714887834,0.5410711859318399,0.00972935356449001,0.9922372214756785,
Slc35a1,57.42502487182968,0.008951611831649775,0.2645113405016545,0.03384207200595917,0.97300308653631,0.9944852821739768
Smim8,55.13898172866969,0.2198179845886365,0.31550512523148516,0.6967176347051627,0.48597952045137827,0.9633119370414218
Zfp292,109.84024407151621,-0.06610241443326186,0.21878651678063707,-0.30213202991635185,0.7625514163634852,0.98534592904413
C9orf72,26.505008859383814,-0.7908958327561987,0.35721426580466836,-2.2140656420163123,0.02682426371390638,
Aco1,64.59255387552484,0.10860095960294885,0.27643693034591404,0.3928598088072137,0.6944230276851358,0.9802796251612313
Ddx58,47.77257749989825,-0.0282808155016323,0.2971106689042371,-0.09518613251396772,0.9241669846222731,0.9935055500003961
Topors,147.5052642763988,0.21379403360719454,0.25375586081612406,0.8425186039825636,0.3994977306733404,0.9565910402983412
Smim27,91.3330657146834,0.5502906720882648,0.26023893826132927,2.1145593190811,0.03446752397984437,0.6174610724389263
Ndufb6,206.10661301334036,0.1274605278054935,0.24731071671176383,0.51538618908313,0.6062831814635968,0.9775910871653066
Aptx,24.68148606791868,0.15696402670941864,0.35953632730480173,0.4365734830915995,0.6624206968015112,
Dnaja1,897.4066695050158,0.038082368092548016,0.24642563371778015,0.15453898816452669,0.8771847723287024,0.9935055500003961
Smu1,82.09737768408039,0.11659258100164833,0.23449643538655587,0.49720406542407,0.619045154857317,0.9783616265775447
B4galt1,314.991432134753,0.32087091804470974,0.204995013386886,1.5652620653709841,0.11752147398138578,0.8802792957545433
Bag1,297.89380214578875,-0.013116139875250695,0.21691325095402111,-0.060467213586831124,0.9517835278183884,0.9939721250359359
Chmp5,152.6717502929773,-0.014856138202353762,0.23092729789283978,-0.06433253382303745,0.9487054488551531,0.9939721250359359
Nfx1,72.91392702874884,-0.0390834786462658,0.26080934474996453,-0.14985459468001336,0.8808793352968515,0.9935055500003961
Nol6,26.663506208617402,-0.011887316420673125,0.36954377983972175,-0.03216754568519292,0.9743384375697103,
Ube2r2,405.60987008650807,0.07902393182108035,0.18182100803558543,0.4346248691219115,0.6638347405876174,0.9802796251612313
Ubap2,54.42214605414609,-0.34271452780525197,0.29630012766133096,-1.1566465749112749,0.2474167853191065,0.9474502956129918
Dcaf12,57.60534112677588,-0.04151448803557765,0.29562243485223005,-0.14043077635947723,0.8883196427603328,0.9935055500003961
Ubap1,65.71891172378288,-0.2340022342609583,0.2551199648604406,-0.9172243120563518,0.35902510943284827,0.9492504925724602
Nudt2,37.86849267706111,0.18368626511481975,0.3426590486078025,0.5360613293625923,0.5919161650921194,0.9749756264217859
Myorg,21.374122446542163,0.2788371951718428,0.41099357128705233,0.6784466100008487,0.49748856469021685,
Fam219a,12.808277833332085,-0.35716419243749753,0.47254312571535784,-0.75583406677815,0.4497486888547253,
Cntfr,53.354780752410825,1.2560785035284172,0.3224642836601337,3.895248457507564,9.809812100352778e-05,0.03382913702806656
Il11ra1,754.1438070445454,0.29813312824075505,0.19322616492724015,1.5429231768534968,0.12284941665673406,0.8832813054356291
Rpp25l,46.04634528090425,0.4914256582880746,0.2969546470724864,1.654884552684296,0.09794791827324267,0.8540414568022183
Dctn3,202.28566977352517,0.0848887971492987,0.24932682286168686,0.3404719804109903,0.7335011201298502,0.9849759672058356
Sigmar1,122.03204186554697,0.43815516206315536,0.2412992513981947,1.8158164997375266,0.06939852539644613,0.7704266608859965
Galt,33.84907124181677,0.2911331196469505,0.35614711239706964,0.8174518605175861,0.41367024906385697,
Ccl27a,24.150439377008933,0.3586347923786772,0.43993519325016434,0.8151991426945092,0.4149583285300855,
Ccl19,70.46805073225599,1.1277255090741176,0.38854616155848853,2.9024234972511986,0.0037028758874401127,0.24575783620832414
Phf24,9.872871069287415,-0.04283359668668179,0.5854105891404572,-0.07316846924407913,0.9416720570110653,
Dnajb5,7.917925290024435,-0.38611956211712506,0.5730707543834289,-0.6737729314638538,0.5004556865112566,
Vcp,645.7619045062912,-0.13683033403937175,0.17585926929538434,-0.778067227207358,0.4365293819411086,0.9589335095447377
Pigo,8.773834970434141,-0.588481773677626,0.5736361008137499,-1.0258799487040937,0.30494817514412975,
Stoml2,96.98262402451749,0.09240575136046521,0.25354105118880105,0.36446070932968816,0.7155140085450739,0.9832630931646704
Fam214b,47.662989544584946,-0.013737913313362276,0.2955508743461393,-0.04648239780631774,0.9629257634365288,0.9944852821739768
Gm26881,14.06775062361122,0.26981522402135383,0.5053162214058691,0.5339532209567417,0.5933738990964782,
Rusc2,81.48785407072471,0.09168073003894692,0.2818259882622227,0.325309708321304,0.7449466839517573,0.9849759672058356
Tesk1,60.4892026898518,-0.2133441327052486,0.2710854198611211,-0.7869996579474701,0.43128206639412825,0.9589335095447377
Ccdc107,53.82838041680629,0.20488044093787158,0.3209417762990553,0.6383726148102418,0.5232311531074383,0.9693864149432662
Tpm2,75.30688014896302,0.40438920474182277,0.34328835475257,1.1779869580291824,0.2388018056490948,0.9474502956129918
Tln1,267.75705275203603,-0.4692492347286328,0.2558060965878068,-1.8343942579474861,0.0665954913579567,0.7687452534062056
Creb3,103.13056871705435,0.18543928102495705,0.23604547795571534,0.7856082761295153,0.43209701438655457,0.9589335095447377
Rgp1,27.510847040827212,0.38926158122019333,0.35808190822845504,1.0870741366018575,0.27700404691080405,
Npr2,94.93404377588107,-0.02832740700860438,0.2500097263727828,-0.11330521983919195,0.9097885790594754,0.9935055500003961
Hint2,100.11383638539608,0.08209420659523353,0.3390671143326172,0.2421178673042912,0.8086888339132736,0.9875772127952741
Tmem8b,15.75221129847215,-0.42415946375126123,0.4452212323106928,-0.9526937013984682,0.34074528559117934,
Hrct1,11.02383407087548,-0.28166304776067946,0.515853284669552,-0.5460138689261398,0.5850564038446986,
Reck,173.87350315153705,0.08704963656668828,0.21406168601692308,0.40665678284812906,0.6842600860471493,0.9802796251612313
Glipr2,76.63796652535339,-0.38362576607753224,0.3463581497577122,-1.1075984969485773,0.2680352528603692,0.9474502956129918
Clta,589.724232838956,0.1648424258341201,0.20501899418740166,0.8040348968029889,0.4213768214317841,0.9589335095447377
Gne,24.253747054105048,-0.00020472926431275578,0.4084052213716675,-0.0005012895369583013,0.9996000288347205,
Rnf38,38.291659615734524,0.1944905339586574,0.33595473762413397,0.5789188607194262,0.562643923254379,0.9726651037722213
Zcchc7,144.78023327585174,0.013437003398881594,0.23673694570251078,0.05675921584190263,0.9547370025771265,0.9944443501225665
Grhpr,46.22678545251912,0.37506042443373533,0.3486488404285881,1.0757541140038782,0.282037238863893,0.9474502956129918
Zbtb5,15.8662803641348,-0.32800816249541165,0.45670797439716027,-0.7182010844640314,0.47263330939110926,
Polr1e,8.955860620756777,-0.17020964088008667,0.6109360396715833,-0.27860468171362934,0.7805482194340679,
Fbxo10,15.839509140901088,0.32700598300593414,0.44186068122715133,0.7400658101050345,0.45926006314067125,
Tomm5,236.53249697662005,0.0632978525173408,0.2303441482782054,0.2747968767189641,0.783472297778453,0.9866262364528611
Trmt10b,15.29054555101076,0.27928012666840657,0.46546058282551556,0.6000081144853863,0.5485008276209709,
Exosc3,52.32130451866076,0.16425042880470414,0.3199486164382952,0.5133650229001107,0.6076960076040943,0.9775910871653066
