sender,receiver,ligand,receptor,pathway,SC,TC,delta_TC_SC,pct_change
NKT,cDC1,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
NKT,cDC1,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
NKT,cDC1,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
NKT,cDC1,Jag1,Notch2,Notch,0.0029016131807021255,0.0019545937738028514,-0.0009470194068992742,-32.6
NKT,cDC1,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,cDC1,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,cDC1,Tgfb1,Tgfbr1,TGFb-immunosup,0.028148878940655358,0.030153408789087843,0.0020045298484324854,7.1
NKT,cDC1,Tgfb1,Tgfbr2,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,cDC1,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,cDC1,Tnf,Tnfrsf1a,TNF,0.016589847504713415,0.03154155287710772,0.014951705372394306,90.1
NKT,cDC1,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
NKT,cDC1,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
NKT,cDC1,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
NKT,cDC1,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
NKT,cDC1,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
NKT,cDC2,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
NKT,cDC2,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
NKT,cDC2,Areg,Erbb3,Amphiregulin,3.915960894666022e-05,0.0,-3.915960894666022e-05,-100.0
NKT,cDC2,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,cDC2,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,cDC2,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
NKT,cDC2,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
NKT,cDC2,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,cDC2,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,cDC2,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,cDC2,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
NKT,cDC2,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
NKT,cDC2,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
NKT,cDC2,Jag1,Notch2,Notch,0.0022048134772868692,0.001644090976307068,-0.0005607225009798013,-25.4
NKT,cDC2,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,cDC2,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,cDC2,Tgfb1,Tgfbr1,TGFb-immunosup,0.013960767352779214,0.014209696303256861,0.00024892895047764693,1.8
NKT,cDC2,Tgfb1,Tgfbr2,TGFb-immunosup,0.008037739307366313,0.004683043227435244,-0.0033546960799310695,-41.7
NKT,cDC2,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,cDC2,Tnf,Tnfrsf1a,TNF,0.008888362501232034,0.02261244707279387,0.013724084571561835,154.4
NKT,cDC2,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
NKT,cDC2,Vegfa,Flt1,Angiogenesis,8.833293369959235e-05,0.0,-8.833293369959235e-05,-100.0
NKT,cDC2,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
NKT,cDC2,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
NKT,cDC2,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
NKT,mo-DC,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
NKT,mo-DC,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
NKT,mo-DC,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
NKT,mo-DC,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,mo-DC,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,mo-DC,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
NKT,mo-DC,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
NKT,mo-DC,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,mo-DC,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,mo-DC,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,mo-DC,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
NKT,mo-DC,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
NKT,mo-DC,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
NKT,mo-DC,Jag1,Notch2,Notch,0.0008266472861883687,0.0008905912064056833,6.394392021731457e-05,7.7
NKT,mo-DC,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,mo-DC,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,mo-DC,Tgfb1,Tgfbr1,TGFb-immunosup,0.016855235583086728,0.01642968015688527,-0.00042555542620145714,-2.5
NKT,mo-DC,Tgfb1,Tgfbr2,TGFb-immunosup,0.02427848415376355,0.0,-0.02427848415376355,-100.0
NKT,mo-DC,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,mo-DC,Tnf,Tnfrsf1a,TNF,0.009369970516161194,0.016085707251510296,0.006715736735349103,71.7
NKT,mo-DC,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
NKT,mo-DC,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
NKT,mo-DC,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
NKT,mo-DC,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
NKT,mo-DC,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
NKT,nILC2,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
NKT,nILC2,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
NKT,nILC2,Areg,Erbb3,Amphiregulin,5.118713746792095e-05,1.3908439522719638e-05,-3.727869794520131e-05,-72.8
NKT,nILC2,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,nILC2,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,nILC2,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
NKT,nILC2,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
NKT,nILC2,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,nILC2,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,nILC2,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,nILC2,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
NKT,nILC2,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
NKT,nILC2,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
NKT,nILC2,Jag1,Notch2,Notch,0.001410399679675971,0.0012349732994198514,-0.00017542638025611957,-12.4
NKT,nILC2,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,nILC2,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
NKT,nILC2,Tgfb1,Tgfbr1,TGFb-immunosup,0.015019119201482621,0.02465128764714438,0.00963216844566176,64.1
NKT,nILC2,Tgfb1,Tgfbr2,TGFb-immunosup,0.066650801131977,0.08078326573424406,0.014132464602267067,21.2
NKT,nILC2,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,nILC2,Tnf,Tnfrsf1a,TNF,0.00011475034893906166,0.0,-0.00011475034893906166,-100.0
NKT,nILC2,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
NKT,nILC2,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
NKT,nILC2,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
NKT,nILC2,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
NKT,nILC2,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
NKT,pre_CP,Areg,Egfr,Amphiregulin,0.012753046164391987,0.002426743862571952,-0.010326302301820035,-81.0
NKT,pre_CP,Areg,Erbb2,Amphiregulin,0.00031323018389131315,0.00011325892867670026,-0.0001999712552146129,-63.8
NKT,pre_CP,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
NKT,pre_CP,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,pre_CP,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,pre_CP,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
NKT,pre_CP,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
NKT,pre_CP,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,pre_CP,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,pre_CP,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,pre_CP,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
NKT,pre_CP,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
NKT,pre_CP,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
NKT,pre_CP,Jag1,Notch2,Notch,0.0012380297532559154,0.0010130323883658892,-0.00022499736489002618,-18.2
NKT,pre_CP,Pdgfa,Pdgfra,Stromal-PDGF,0.0049831197971806586,0.0,-0.0049831197971806586,-100.0
NKT,pre_CP,Pdgfb,Pdgfrb,Stromal-PDGF,0.037315165737926405,0.053875877479450045,0.01656071174152364,44.4
NKT,pre_CP,Tgfb1,Tgfbr1,TGFb-immunosup,0.03829188778946641,0.05915123781926774,0.020859350029801327,54.5
NKT,pre_CP,Tgfb1,Tgfbr2,TGFb-immunosup,0.2886620663022009,0.3459525982940544,0.057290531991853466,19.8
NKT,pre_CP,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,pre_CP,Tnf,Tnfrsf1a,TNF,0.02244837489157417,0.050535170604313485,0.028086795712739317,125.1
NKT,pre_CP,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
NKT,pre_CP,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
NKT,pre_CP,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
NKT,pre_CP,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
NKT,pre_CP,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
NKT,vSMC,Areg,Egfr,Amphiregulin,0.0007753076580727127,0.0,-0.0007753076580727127,-100.0
NKT,vSMC,Areg,Erbb2,Amphiregulin,0.00045103755298464814,0.0,-0.00045103755298464814,-100.0
NKT,vSMC,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
NKT,vSMC,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,vSMC,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
NKT,vSMC,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
NKT,vSMC,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
NKT,vSMC,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,vSMC,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,vSMC,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
NKT,vSMC,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
NKT,vSMC,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
NKT,vSMC,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
NKT,vSMC,Jag1,Notch2,Notch,0.0006713619217400631,0.0006536800394786384,-1.7681882261424693e-05,-2.6
NKT,vSMC,Pdgfa,Pdgfra,Stromal-PDGF,0.00037182606269764104,0.0,-0.00037182606269764104,-100.0
NKT,vSMC,Pdgfb,Pdgfrb,Stromal-PDGF,0.05530739353348945,0.053402437641972965,-0.0019049558915164855,-3.4
NKT,vSMC,Tgfb1,Tgfbr1,TGFb-immunosup,0.02865911755046876,0.028928033408004768,0.000268915857536009,0.9
NKT,vSMC,Tgfb1,Tgfbr2,TGFb-immunosup,0.04612308362382392,0.07607972900447751,0.029956645380653596,64.9
NKT,vSMC,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
NKT,vSMC,Tnf,Tnfrsf1a,TNF,0.004557221439639289,0.014539863882461103,0.009982642442821814,219.1
NKT,vSMC,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
NKT,vSMC,Vegfa,Flt1,Angiogenesis,0.0,0.004154695249914153,0.004154695249914153,41546952.5
NKT,vSMC,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
NKT,vSMC,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
NKT,vSMC,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Neutrophil,Areg,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,Areg,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,Areg,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,Areg,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,Areg,Csf1,Csf1r,Macrophage-recruit,8.255771052861739e-05,0.0007561528089271714,0.000673595098398554,815.8
Neutrophil,Areg,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Neutrophil,Areg,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Neutrophil,Areg,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,Areg,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,Areg,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,Areg,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,Areg,Il6,Il6ra,IL6,0.014019760116074321,0.0,-0.014019760116074321,-100.0
Neutrophil,Areg,Il6,Il6st,IL6,0.044059868500491005,0.0,-0.044059868500491005,-100.0
Neutrophil,Areg,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
Neutrophil,Areg,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,Areg,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,Areg,Tgfb1,Tgfbr1,TGFb-immunosup,0.0210960030093297,0.01127009367770192,-0.009825909331627778,-46.6
Neutrophil,Areg,Tgfb1,Tgfbr2,TGFb-immunosup,0.1291320995576425,0.0628000249884642,-0.06633207456917829,-51.4
Neutrophil,Areg,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Neutrophil,Areg,Tnf,Tnfrsf1a,TNF,0.061340870634185,0.0954461131671132,0.034105242532928196,55.6
Neutrophil,Areg,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,Areg,Vegfa,Flt1,Angiogenesis,0.0,7.612729708756365e-05,7.612729708756365e-05,761273.0
Neutrophil,Areg,Vegfa,Kdr,Angiogenesis,0.0009640156400502706,0.000768618552760747,-0.00019539708728952363,-20.3
Neutrophil,Areg,Wnt5a,Fzd4,Wnt,0.03763990867366478,0.0,-0.03763990867366478,-100.0
Neutrophil,Areg,Wnt5a,Ror2,Wnt,0.0043436736128306015,0.0,-0.0043436736128306015,-100.0
Neutrophil,B_Fo,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Il6,Il6ra,IL6,0.007104933315933184,0.0,-0.007104933315933184,-100.0
Neutrophil,B_Fo,Il6,Il6st,IL6,0.0038175296664261053,0.0,-0.0038175296664261053,-100.0
Neutrophil,B_Fo,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Tgfb1,Tgfbr1,TGFb-immunosup,0.014603903446961707,0.012537764474035984,-0.002066138972925723,-14.1
Neutrophil,B_Fo,Tgfb1,Tgfbr2,TGFb-immunosup,0.07185152955821916,0.03242246738323774,-0.039429062174981426,-54.9
Neutrophil,B_Fo,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Tnf,Tnfrsf1a,TNF,0.001410734102781708,0.0,-0.001410734102781708,-100.0
Neutrophil,B_Fo,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Neutrophil,B_Fo,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Csf1,Csf1r,Macrophage-recruit,0.00012438259234842536,0.0,-0.00012438259234842536,-100.0
Neutrophil,CD4_Memory,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Il6,Il6ra,IL6,0.0036741030180308335,0.0,-0.0036741030180308335,-100.0
Neutrophil,CD4_Memory,Il6,Il6st,IL6,0.0011947051140655252,0.0,-0.0011947051140655252,-100.0
Neutrophil,CD4_Memory,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Tgfb1,Tgfbr1,TGFb-immunosup,0.01493651151115483,0.010999580074690091,-0.003936931436464739,-26.4
Neutrophil,CD4_Memory,Tgfb1,Tgfbr2,TGFb-immunosup,0.07459421488549921,0.03953601330168956,-0.03505820158380965,-47.0
Neutrophil,CD4_Memory,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Tnf,Tnfrsf1a,TNF,0.011608501547188224,0.011642931781416028,3.4430234227804044e-05,0.3
Neutrophil,CD4_Memory,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD4_Memory,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Il6,Il6ra,IL6,0.01334425634409494,0.0,-0.01334425634409494,-100.0
Neutrophil,CD4_Naive,Il6,Il6st,IL6,0.0030142246792336444,0.0,-0.0030142246792336444,-100.0
Neutrophil,CD4_Naive,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Tgfb1,Tgfbr1,TGFb-immunosup,0.01896008986711298,0.009601306584487138,-0.009358783282625844,-49.4
Neutrophil,CD4_Naive,Tgfb1,Tgfbr2,TGFb-immunosup,0.07495011767633103,0.044033371517014364,-0.030916746159316666,-41.2
Neutrophil,CD4_Naive,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Tnf,Tnfrsf1a,TNF,0.0038358739819372182,0.004337133913087654,0.0005012599311504358,13.1
Neutrophil,CD4_Naive,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD4_Naive,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Il6,Il6ra,IL6,0.0030178287822507444,0.0,-0.0030178287822507444,-100.0
Neutrophil,CD8_Cytotoxic,Il6,Il6st,IL6,0.002904931791642743,0.0,-0.002904931791642743,-100.0
Neutrophil,CD8_Cytotoxic,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Tgfb1,Tgfbr1,TGFb-immunosup,0.015293337571180473,0.01149966053521707,-0.003793677035963403,-24.8
Neutrophil,CD8_Cytotoxic,Tgfb1,Tgfbr2,TGFb-immunosup,0.056771773139096836,0.03138895681437303,-0.025382816324723806,-44.7
Neutrophil,CD8_Cytotoxic,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Tnf,Tnfrsf1a,TNF,0.01217684827181812,0.01990832876220912,0.007731480490391001,63.5
Neutrophil,CD8_Cytotoxic,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD8_Cytotoxic,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
Neutrophil,CD8_Naive,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD8_Naive,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD8_Naive,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
Neutrophil,CD8_Naive,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD8_Naive,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
Neutrophil,CD8_Naive,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
