sender,receiver,ligand,receptor,pathway,SC,TC,delta_TC_SC,pct_change
B_Fo,cDC2,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,cDC2,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
B_Fo,cDC2,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Fndc5,Itgav,Irisin-autocrine,0.0,8.764923750818815e-05,8.764923750818815e-05,876492.4
B_Fo,mo-DC,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0024515919734403504,0.0024515919734403504,24515919.7
B_Fo,mo-DC,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Tgfb1,Tgfbr1,TGFb-immunosup,0.02766980513428588,0.025418721975374103,-0.002251083158911777,-8.1
B_Fo,mo-DC,Tgfb1,Tgfbr2,TGFb-immunosup,0.039855920267562385,0.0,-0.039855920267562385,-100.0
B_Fo,mo-DC,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Tnf,Tnfrsf1a,TNF,0.00017277060350870228,0.0005965634297505733,0.000423792826241871,245.3
B_Fo,mo-DC,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
B_Fo,mo-DC,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
B_Fo,nILC2,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,nILC2,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,nILC2,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,nILC2,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,nILC2,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,nILC2,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
B_Fo,nILC2,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
B_Fo,nILC2,Fndc5,Itgav,Irisin-autocrine,0.0,0.0019788858409020777,0.0019788858409020777,19788858.4
B_Fo,nILC2,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0001855307812616469,0.0001855307812616469,1855307.8
B_Fo,nILC2,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
B_Fo,nILC2,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,nILC2,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
B_Fo,nILC2,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
B_Fo,nILC2,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
B_Fo,nILC2,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
B_Fo,nILC2,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
B_Fo,nILC2,Tgfb1,Tgfbr1,TGFb-immunosup,0.02465560920493111,0.038138552975734145,0.013482943770803037,54.7
B_Fo,nILC2,Tgfb1,Tgfbr2,TGFb-immunosup,0.1094149453014118,0.12498157921236121,0.01556663391094941,14.2
B_Fo,nILC2,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
B_Fo,nILC2,Tnf,Tnfrsf1a,TNF,2.115853727057213e-06,0.0,-2.115853727057213e-06,-99.5
B_Fo,nILC2,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,nILC2,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,nILC2,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,nILC2,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
B_Fo,nILC2,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Fndc5,Itgav,Irisin-autocrine,0.0,0.0008562219947842357,0.0008562219947842357,8562219.9
B_Fo,pre_CP,Fndc5,Itgb1,Irisin-autocrine,0.0,0.002988763393982008,0.002988763393982008,29887633.9
B_Fo,pre_CP,Fndc5,Itgb5,Irisin-autocrine,0.0,0.001494122841333473,0.001494122841333473,14941228.4
B_Fo,pre_CP,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.001100173939863842,0.001100173939863842,11001739.4
B_Fo,pre_CP,Tgfb1,Tgfbr1,TGFb-immunosup,0.06286053185881625,0.09151418982414583,0.02865365796532958,45.6
B_Fo,pre_CP,Tgfb1,Tgfbr2,TGFb-immunosup,0.47387193640039865,0.5352309252964758,0.061358988896077105,12.9
B_Fo,pre_CP,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Tnf,Tnfrsf1a,TNF,0.000413920115449395,0.0018741752679795319,0.0014602551525301369,352.8
B_Fo,pre_CP,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
B_Fo,pre_CP,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
B_Fo,vSMC,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,vSMC,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,vSMC,Areg,Erbb3,Amphiregulin,0.0,0.0,0.0,0.0
B_Fo,vSMC,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,vSMC,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
B_Fo,vSMC,Cxcl12,Cxcr4,CXCL12-homing,0.0,0.0,0.0,0.0
B_Fo,vSMC,Dll1,Notch1,Notch,0.0,0.0,0.0,0.0
B_Fo,vSMC,Fndc5,Itgav,Irisin-autocrine,0.0,0.0006383460048557078,0.0006383460048557078,6383460.0
B_Fo,vSMC,Fndc5,Itgb1,Irisin-autocrine,0.0,0.004617906469288997,0.004617906469288997,46179064.7
B_Fo,vSMC,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0004074936158722428,0.0004074936158722428,4074936.2
B_Fo,vSMC,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,vSMC,Il6,Il6ra,IL6,0.0,0.0,0.0,0.0
B_Fo,vSMC,Il6,Il6st,IL6,0.0,0.0,0.0,0.0
B_Fo,vSMC,Jag1,Notch2,Notch,0.0,0.0,0.0,0.0
B_Fo,vSMC,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
B_Fo,vSMC,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0010905060477448816,0.0010905060477448816,10905060.5
B_Fo,vSMC,Tgfb1,Tgfbr1,TGFb-immunosup,0.04704723313020826,0.044755201042928114,-0.002292032087280148,-4.9
B_Fo,vSMC,Tgfb1,Tgfbr2,TGFb-immunosup,0.07571633928060853,0.11770463338668165,0.04198829410607312,55.5
B_Fo,vSMC,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
B_Fo,vSMC,Tnf,Tnfrsf1a,TNF,8.402949583365925e-05,0.000539233428173516,0.0004552039323398568,541.7
B_Fo,vSMC,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
B_Fo,vSMC,Vegfa,Flt1,Angiogenesis,0.0,0.0021651399397718206,0.0021651399397718206,21651399.4
B_Fo,vSMC,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
B_Fo,vSMC,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
B_Fo,vSMC,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Areg,Egfr,Amphiregulin,0.02447822728690622,0.022019668125477225,-0.0024585591614289942,-10.0
CD4_Memory,Areg,Areg,Erbb2,Amphiregulin,0.0013793541940256711,0.0011718995332284203,-0.00020745466079725083,-15.0
CD4_Memory,Areg,Areg,Erbb3,Amphiregulin,9.415464313608509e-06,2.9690367488534393e-05,2.0274903174925883e-05,215.1
CD4_Memory,Areg,Ccl2,Ccr2,Macrophage-recruit,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Csf1,Csf1r,Macrophage-recruit,3.0896763142983835e-06,2.753623150051493e-05,2.4446555186216545e-05,788.7
CD4_Memory,Areg,Cxcl12,Cxcr4,CXCL12-homing,2.0894070094784527e-06,0.0,-2.0894070094784527e-06,-99.5
CD4_Memory,Areg,Dll1,Notch1,Notch,0.0,2.922098214502349e-05,2.922098214502349e-05,292209.8
CD4_Memory,Areg,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Il6,Il6ra,IL6,0.000428038439644513,0.0,-0.000428038439644513,-100.0
CD4_Memory,Areg,Il6,Il6st,IL6,0.0013451954389911063,0.0,-0.0013451954389911063,-100.0
CD4_Memory,Areg,Jag1,Notch2,Notch,0.0002413967172971845,0.0004995588974010469,0.0002581621801038624,106.9
CD4_Memory,Areg,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Pdgfb,Pdgfrb,Stromal-PDGF,0.006550537949947409,0.004476574913077152,-0.0020739630368702576,-31.7
CD4_Memory,Areg,Tgfb1,Tgfbr1,TGFb-immunosup,0.0395716670788939,0.04891058358309228,0.00933891650419838,23.6
CD4_Memory,Areg,Tgfb1,Tgfbr2,TGFb-immunosup,0.2422246740595234,0.27254306477467427,0.030318390715150884,12.5
CD4_Memory,Areg,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Tnf,Tnfrsf1a,TNF,0.02837723245961462,0.05453092405534623,0.02615369159573161,92.2
CD4_Memory,Areg,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Vegfa,Flt1,Angiogenesis,0.0,7.971755571169394e-06,7.971755571169394e-06,79717.6
CD4_Memory,Areg,Vegfa,Kdr,Angiogenesis,7.774422802896663e-05,8.048675658386935e-05,2.7425285549027216e-06,3.5
CD4_Memory,Areg,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,Areg,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Areg,Erbb2,Amphiregulin,0.0,0.00010141505162939194,0.00010141505162939194,1014150.5
CD4_Memory,B_Fo,Areg,Erbb3,Amphiregulin,0.0,4.574997612722841e-05,4.574997612722841e-05,457499.8
CD4_Memory,B_Fo,Ccl2,Ccr2,Macrophage-recruit,3.844236051515231e-05,0.0,-3.844236051515231e-05,-100.0
CD4_Memory,B_Fo,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Cxcl12,Cxcr4,CXCL12-homing,0.0018264975986997081,0.0,-0.0018264975986997081,-100.0
CD4_Memory,B_Fo,Dll1,Notch1,Notch,0.0,1.0673734786549757e-05,1.0673734786549757e-05,106737.3
CD4_Memory,B_Fo,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Il6,Il6ra,IL6,0.0002169212985922272,0.0,-0.0002169212985922272,-100.0
CD4_Memory,B_Fo,Il6,Il6st,IL6,0.00011655330962761288,0.0,-0.00011655330962761288,-100.0
CD4_Memory,B_Fo,Jag1,Notch2,Notch,0.0003745546535631414,0.0010914189856710917,0.0007168643321079503,191.4
CD4_Memory,B_Fo,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Tgfb1,Tgfbr1,TGFb-immunosup,0.027393852996698158,0.054412092285066556,0.027018239288368398,98.6
CD4_Memory,B_Fo,Tgfb1,Tgfbr2,TGFb-immunosup,0.1347783656235597,0.14070883936443843,0.005930473740878739,4.4
CD4_Memory,B_Fo,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Tnf,Tnfrsf1a,TNF,0.0006526273455113355,0.0,-0.0006526273455113355,-100.0
CD4_Memory,B_Fo,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,B_Fo,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Areg,Erbb3,Amphiregulin,4.2290480955317886e-05,0.00040330286954499674,0.00036101238858967885,853.4
CD4_Memory,CD4_Memory,Ccl2,Ccr2,Macrophage-recruit,0.0011409195957671054,0.0,-0.0011409195957671054,-100.0
CD4_Memory,CD4_Memory,Csf1,Csf1r,Macrophage-recruit,4.6549492110340024e-06,0.0,-4.6549492110340024e-06,-99.8
CD4_Memory,CD4_Memory,Cxcl12,Cxcr4,CXCL12-homing,0.0012968219703061803,0.0,-0.0012968219703061803,-100.0
CD4_Memory,CD4_Memory,Dll1,Notch1,Notch,0.0,0.00017587063567573843,0.00017587063567573843,1758706.4
CD4_Memory,CD4_Memory,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Il6,Il6ra,IL6,0.00011217433892666877,0.0,-0.00011217433892666877,-100.0
CD4_Memory,CD4_Memory,Il6,Il6st,IL6,3.647563928526895e-05,0.0,-3.647563928526895e-05,-100.0
CD4_Memory,CD4_Memory,Jag1,Notch2,Notch,9.901412300330064e-05,0.000372705706425714,0.00027369158342241336,276.4
CD4_Memory,CD4_Memory,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Tgfb1,Tgfbr1,TGFb-immunosup,0.02801775580796458,0.04773659350201148,0.019718837694046903,70.4
CD4_Memory,CD4_Memory,Tgfb1,Tgfbr2,TGFb-immunosup,0.13992306676079855,0.17158060424648053,0.03165753748568198,22.6
CD4_Memory,CD4_Memory,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Tnf,Tnfrsf1a,TNF,0.00537027178627578,0.006651919158220208,0.0012816473719444279,23.9
CD4_Memory,CD4_Memory,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Memory,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Areg,Erbb3,Amphiregulin,0.00018727889205385757,0.00018941501970810856,2.136127654250988e-06,1.1
CD4_Memory,CD4_Naive,Ccl2,Ccr2,Macrophage-recruit,0.0005275477750227836,0.0,-0.0005275477750227836,-100.0
CD4_Memory,CD4_Naive,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Cxcl12,Cxcr4,CXCL12-homing,0.0010583681316871482,0.0,-0.0010583681316871482,-100.0
CD4_Memory,CD4_Naive,Dll1,Notch1,Notch,0.0,0.00013523100549091863,0.00013523100549091863,1352310.1
CD4_Memory,CD4_Naive,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Il6,Il6ra,IL6,0.00040741457888383403,0.0,-0.00040741457888383403,-100.0
CD4_Memory,CD4_Naive,Il6,Il6st,IL6,9.202753954098484e-05,0.0,-9.202753954098484e-05,-100.0
CD4_Memory,CD4_Naive,Jag1,Notch2,Notch,0.0001088250210560204,0.0002309921780852985,0.0001221671570292781,112.2
CD4_Memory,CD4_Naive,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Tgfb1,Tgfbr1,TGFb-immunosup,0.03556514301194841,0.04166828791641503,0.0061031449044666244,17.2
CD4_Memory,CD4_Naive,Tgfb1,Tgfbr2,TGFb-immunosup,0.1405906655824814,0.1910984912476296,0.05050782566514819,35.9
CD4_Memory,CD4_Naive,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Tnf,Tnfrsf1a,TNF,0.0017745344424661223,0.00247792091458304,0.0007033864721169179,39.6
CD4_Memory,CD4_Naive,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD4_Naive,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Areg,Erbb3,Amphiregulin,0.00015684488221372027,0.0,-0.00015684488221372027,-100.0
CD4_Memory,CD8_Cytotoxic,Ccl2,Ccr2,Macrophage-recruit,0.0013118649747249113,0.0,-0.0013118649747249113,-100.0
CD4_Memory,CD8_Cytotoxic,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Cxcl12,Cxcr4,CXCL12-homing,0.0014937932286762517,0.0,-0.0014937932286762517,-100.0
CD4_Memory,CD8_Cytotoxic,Dll1,Notch1,Notch,0.0,0.00019271931553078032,0.00019271931553078032,1927193.2
CD4_Memory,CD8_Cytotoxic,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Il6,Il6ra,IL6,9.213757670417345e-05,0.0,-9.213757670417345e-05,-100.0
CD4_Memory,CD8_Cytotoxic,Il6,Il6st,IL6,8.86907094753252e-05,0.0,-8.86907094753252e-05,-100.0
CD4_Memory,CD8_Cytotoxic,Jag1,Notch2,Notch,9.178419708186595e-05,0.00030146698145154164,0.0002096827843696757,228.4
CD4_Memory,CD8_Cytotoxic,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Tgfb1,Tgfbr1,TGFb-immunosup,0.028687086488575667,0.04990687068535638,0.021219784196780715,74.0
CD4_Memory,CD8_Cytotoxic,Tgfb1,Tgfbr2,TGFb-immunosup,0.10649191247959595,0.13622355232884972,0.02973163984925377,27.9
CD4_Memory,CD8_Cytotoxic,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Tnf,Tnfrsf1a,TNF,0.005633197743402561,0.011374162108624767,0.005740964365222206,101.9
CD4_Memory,CD8_Cytotoxic,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Cytotoxic,Wnt5a,Ror2,Wnt,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Areg,Egfr,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Areg,Erbb2,Amphiregulin,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Areg,Erbb3,Amphiregulin,0.0001588413106521914,0.0,-0.0001588413106521914,-100.0
CD4_Memory,CD8_Naive,Ccl2,Ccr2,Macrophage-recruit,0.0005692961435047225,0.0,-0.0005692961435047225,-100.0
CD4_Memory,CD8_Naive,Csf1,Csf1r,Macrophage-recruit,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Cxcl12,Cxcr4,CXCL12-homing,0.0011779307572555551,0.0,-0.0011779307572555551,-100.0
CD4_Memory,CD8_Naive,Dll1,Notch1,Notch,0.0,0.00015829614471626088,0.00015829614471626088,1582961.4
CD4_Memory,CD8_Naive,Fndc5,Itgav,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Fndc5,Itgb1,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Fndc5,Itgb5,Irisin-autocrine,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Il33,Il1rl1,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Il6,Il6ra,IL6,0.00024901129288558584,0.0,-0.00024901129288558584,-100.0
CD4_Memory,CD8_Naive,Il6,Il6st,IL6,9.645290074095172e-05,0.0,-9.645290074095172e-05,-100.0
CD4_Memory,CD8_Naive,Jag1,Notch2,Notch,9.462728069605622e-05,0.00018683808048046435,9.221079978440813e-05,97.4
CD4_Memory,CD8_Naive,Pdgfa,Pdgfra,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Pdgfb,Pdgfrb,Stromal-PDGF,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Tgfb1,Tgfbr1,TGFb-immunosup,0.021013398084562797,0.04689590977653624,0.02588251169197344,123.2
CD4_Memory,CD8_Naive,Tgfb1,Tgfbr2,TGFb-immunosup,0.11814272821932487,0.15308136557645638,0.03493863735713151,29.6
CD4_Memory,CD8_Naive,Tgfb2,Tgfbr1,TGFb-immunosup,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Tnf,Tnfrsf1a,TNF,0.0009827759677080578,0.0048787920131533775,0.00389601604544532,396.4
CD4_Memory,CD8_Naive,Tslp,Crlf2,ILC2-activation,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Vegfa,Flt1,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Vegfa,Kdr,Angiogenesis,0.0,0.0,0.0,0.0
CD4_Memory,CD8_Naive,Wnt5a,Fzd4,Wnt,0.0,0.0,0.0,0.0
