gene,baseMean,log2FC,lfcSE,stat,pval,padj,n_a,n_b,contrast,cell_state,tissue,contrast_label,method,is_sig
Nt5e,47.20995533965288,2.0189504350938914,0.38301546653723345,5.271198192978524,1.3553601497841236e-07,5.6356917612754465e-05,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Slco2a1,269.59806313763426,1.625572904935497,0.3620837772744158,4.489493887773682,7.139259579621534e-06,0.001543650706305768,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tnfaip3,36.411896629835745,2.130258333655312,0.42487102354792655,5.013894136310788,5.333934105798844e-07,0.0001799666951486933,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Arhgap18,87.4705832041311,-1.3934896069804847,0.27994113087238365,-4.977795162282647,6.431266392013291e-07,0.0002044953557766344,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Marcks,1887.3548699831063,-0.9823552651805829,0.23367616281478007,-4.2039173073859155,2.623348111578956e-05,0.004110292236852187,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Pdxk,122.92929734958234,1.0758999520313914,0.2532624344446804,4.248162402728536,2.1553113331343715e-05,0.003530465276138741,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Timp3,1354.3265870158014,1.0527609668769746,0.22891402153378573,4.598936141277813,4.24653915088979e-06,0.0010628542667264053,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Igf1,2495.6581481755334,0.6607773550065554,0.1911097487886299,3.457580574486467,0.0005450492253349402,0.04993667097539015,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tmpo,122.53241998813571,1.000050188835406,0.26501961887653863,3.7734949324687053,0.00016097649069053807,0.0193368537872823,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Avpr1a,124.99484992651873,0.9326286675519373,0.25589965933383063,3.644509218886019,0.0002679025332057512,0.02896294286487376,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Sh3pxd2b,167.13419091245686,-0.8440459571367322,0.23292524555622,-3.623677438317905,0.00029044378855935755,0.03108898810015064,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Irf1,292.55687843293043,0.942414392392264,0.22278705057773754,4.230112970876759,2.335739819324473e-05,0.0037689079383159524,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Mfap4,1420.9763733789935,-0.7284748189433587,0.19151767267523415,-3.803695025986814,0.00014255366596450014,0.01775899074260469,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Gas7,496.2985935847521,-0.9486673629607174,0.2562323631157521,-3.702371360998455,0.00021359366645618593,0.024829689549008882,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Vtn,78.42728236907358,1.1321795402456662,0.31919209178957103,3.547016261894299,0.00038962054081317004,0.03794763663721785,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Hlf,166.37867955866489,2.6393800989784992,0.3191465861992526,8.270118538352957,1.3382588978608685e-16,7.233958472386924e-13,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Nr1d1,156.68965184497114,1.6167822279405657,0.4179616775141144,3.868254710710811,0.00010961712911228604,0.014452082717474687,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Dhx58os,71.84867099420019,-1.3898249736821533,0.3309607888146496,-4.199364458429869,2.676651964852981e-05,0.004133897770289369,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Arl4d,164.98432307269516,1.2992903982437147,0.33996764816354785,3.821806002018953,0.00013247789274535424,0.016849629393764998,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cys1,125.69179385082664,1.1450167784883643,0.26118410120924535,4.383945168128913,1.1654912028943889e-05,0.0023333565545354145,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Rnf144a,71.54593527045431,-1.4836683983065533,0.3485360398792284,-4.256857910076275,2.0732002408447598e-05,0.0034482104313496454,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Sfrp4,1217.66265159009,-1.0057074252027196,0.21886593035192292,-4.595084413483652,4.32574116510608e-06,0.0010628542667264053,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Hist1h2bc,245.4188324803714,-1.0673527312705826,0.2487861498071096,-4.2902417682741945,1.7847871003476074e-05,0.003112150539009352,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Sox4,286.74747496292326,-0.8459610584900791,0.2358651174100426,-3.58663064627487,0.00033497827124544846,0.0341646234946655,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Aspn,1036.9213049245718,-1.149227745455938,0.2590057517797253,-4.437074225414551,9.118985592480916e-06,0.0019019328851054126,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tgfbi,638.024194024373,1.9053311058359639,0.2736982835195886,6.961428772349605,3.3683885471321627e-12,5.202235511863687e-09,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lhfpl2,183.09281152674382,-0.8824896425195169,0.2241817173241871,-3.9364924716111296,8.268121285525765e-05,0.011314766989597347,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Kif2a,303.79346948228635,-0.832874560561477,0.2114976091856351,-3.9379857000201297,8.216849011248183e-05,0.011314766989597347,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Nr1d2,230.64691391897443,2.4299269595029767,0.34141843752633044,7.117152128949038,1.1017985598910972e-12,1.985257371830442e-09,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Arhgef3,60.340610326719634,1.253143481569705,0.32975371997049463,3.8002406210363064,0.00014455565492084104,0.01775899074260469,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Gdf10,2143.1768399920857,0.9917591141519189,0.1701847247918757,5.8275448361465605,5.624874073375452e-09,3.2005533477506323e-06,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fgf9,20.067438514353224,-3.321245417078161,0.7518029537974991,-4.41770732650347,9.975336919621536e-06,0.0020347805176986495,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Plcxd3,172.26952568196182,1.0606372486729791,0.2259986542287943,4.693113117387069,2.6907860613746705e-06,0.0007862185975546367,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
C7,775.0718655412379,1.0793745302327609,0.3029067360718603,3.5633889963301932,0.0003660975452509761,0.036647042238039836,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ext1,403.7523603536702,-0.8030762143226622,0.20202288143972216,-3.97517453765393,7.03276600856172e-05,0.010004109647179045,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tef,188.7498903832695,2.0323834146654134,0.26118736283711075,7.7813236926508855,7.176959955958542e-15,1.9397528520966948e-11,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Mettl7a1,184.89359872036167,1.0684464244251766,0.2809714544242676,3.8026867413079612,0.00014313529908755682,0.01775899074260469,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ppl,227.92720283322467,1.1276865705890444,0.2196336536809639,5.134397901639894,2.8304869726826303e-07,0.00010928712379168541,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lsamp,52.03918999456821,2.033069564906881,0.4484568367713937,4.533478805995466,5.80200903114484e-06,0.0013067816590772263,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Col8a1,908.7573869350863,-1.3450365936312985,0.2535577876712508,-5.304655029468863,1.1288627084775443e-07,4.881653896540293e-05,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Vgll3,691.8303599533493,-1.4352975753516812,0.19539452663067877,-7.345638591323397,2.0477901572499389e-13,4.4277318780058176e-10,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Angptl4,435.87051448218836,-1.0500108816357687,0.20241158571903092,-5.187503857083048,2.131315124278719e-07,8.533943632806381e-05,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Rftn1,165.57222112303586,-1.3022712407694625,0.2800482204343103,-4.6501678844802035,3.3166493490667728e-06,0.0009193922080195098,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ankrd12,646.4454311863957,0.7309221357551536,0.19102830140460808,3.826250510425792,0.0001301098864982666,0.01674545217777096,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lbh,168.7570022628876,-1.14840246324442,0.26231541188193824,-4.377945066229231,1.1980353582827128e-05,0.0023549018651626195,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cdc42ep3,87.96725661848564,-1.820735574514018,0.3169779420556724,-5.744045035771711,9.244118459041576e-09,4.996908233034923e-06,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Taf4b,77.51387471096281,1.2090782582646105,0.3435396994649663,3.5194717237851885,0.00043240712603810833,0.04173886999641061,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lvrn,43.252318434763986,1.4232740685587726,0.3884540899682969,3.663944093560531,0.00024836101732666663,0.02796907248248534,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lox,1619.5319498161205,-0.7806834539690755,0.2135405264591998,-3.655903012481507,0.0002562782414073099,0.028563134720148736,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ppic,887.2679096884876,-0.680018864842548,0.19049671093797071,-3.569714466429685,0.00035737054065109223,0.03610778425213979,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fbn2,54.117423121284496,-2.253685237478939,0.3855237202566109,-5.8457758084997975,5.042127481375666e-09,3.028357788952907e-06,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Arsi,66.86269220608189,-1.4722156285790275,0.33185014449898215,-4.436386884211657,9.148137084958048e-06,0.0019019328851054126,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Grk5,135.53109603569376,-1.0036628044758644,0.2379249258884909,-4.218401248746231,2.4604068645364787e-05,0.003911685090074099,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Slc38a5,16.328247282905583,2.5718375034493994,0.7436838388039956,3.458240409776109,0.000543715965958747,0.04993667097539015,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Klhl13,160.75898799800538,-0.9071356207565572,0.2306989384038255,-3.932118747632325,8.42004524864875e-05,0.011378638647892703,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Efnb1,118.23860129761304,-1.127735222879998,0.2645524618008169,-4.262803737313458,2.018778173862784e-05,0.0034101579433797745,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Vegfd,890.6519136880283,-0.6733638725704024,0.1873454203589107,-3.5942371651273475,0.0003253433859079041,0.033497974714765254,3,3,TH_vs_SH,Areg,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Npas2,88.75229927724666,-3.4484116931789837,0.39945565429300806,-8.632777271064763,5.98799652458856e-18,1.2866208532499284e-14,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fhl2,232.03507965820813,-1.2594752376683798,0.36559371362280463,-3.4450133870951154,0.0005710311098462188,0.0351486288756782,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Nabp1,333.3217158603819,1.042324899181759,0.24065234433275798,4.331247643033562,1.4826681095388271e-05,0.00199109971543485,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fn1,13690.59760270571,-0.8687523138100853,0.2250568821617791,-3.860145512837925,0.00011331952373104272,0.010902352984631363,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cyp27a1,790.7640773982836,1.0216566002104812,0.18192926395462428,5.61568039139265,1.957902715841236e-08,9.30403061002949e-06,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Per2,125.45155290931801,0.9390023111422877,0.27566678861220956,3.4062946641832004,0.0006585106439960695,0.03876492795615218,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Serpinb2,36.9932806700827,-7.396815094865459,1.2555373637791962,-5.891354019605498,3.830439509431671e-09,2.1470446154605696e-06,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cd55,630.9010135229088,-1.4253944752930179,0.3622928208275989,-3.934371296778491,8.341475126800962e-05,0.008534785502755398,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ppp1r12b,298.5275998349551,0.6991046334547841,0.21084415788343241,3.31574106900933,0.0009140047175459302,0.04885517090280267,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Csrp1,667.5193062900481,0.7685084325081595,0.2047803842257866,3.7528420283693675,0.00017484104122213626,0.015230072320512033,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fmo1,1144.3382535295045,0.9228500469825488,0.19433930929742108,4.748653529328949,2.0477540540788614e-06,0.00042580073008362387,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ildr2,155.72107611968897,-1.2599678443534075,0.35981036799251825,-3.5017552478632483,0.0004622040017780157,0.030237469332805536,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
B930036N10Rik,8.86090752325821,4.426165825280552,1.3056068307839028,3.390121528870239,0.0006986164574748384,0.04038817654603415,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Atp1a2,1664.9703502783884,0.8109358899889257,0.16390970897522084,4.947454882684951,7.51901242519694e-07,0.00020194814205341447,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Il15ra,205.9893502738673,1.2972687998860832,0.28876891452811637,4.492411525686477,7.042117732461589e-06,0.0011055563343858384,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Bmyc,709.359691536748,1.1460159415623643,0.284483045520393,4.02841561073,5.6154010068745694e-05,0.005933913916444831,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Hmcn2,2579.404076444574,-0.9259466535964845,0.2498986777386696,-3.705288327154692,0.00021115040265972418,0.01712044648483751,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Aif1l,37.37364004600573,-2.1455179860237927,0.5982798866413271,-3.586144267808297,0.0003356033412219644,0.023772517994689917,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Garnl3,342.4589416968302,1.0273891825835142,0.2194134513955372,4.682434809939875,2.8348735727761575e-06,0.0005537453045489428,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Dpp4,159.5522349671124,-1.5940975267928919,0.35689902992861194,-4.466522442248578,7.950132583371389e-06,0.0011917803402886505,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Pde11a,449.6193324680583,0.8307575462367118,0.22304374594702017,3.724639499347552,0.00019559453042047376,0.016268417330198372,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Prg2,19.57791696761634,3.4660669026325968,0.8970110389752088,3.8640181135255687,0.00011153694516315137,0.010811536067995094,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Pamr1,833.0742691740685,-1.04827865523385,0.17339472278816095,-6.0456202955758265,1.4883624924898638e-09,9.593984626589662e-07,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fibin,272.56236537127984,-1.2404456505502055,0.285628198742199,-4.342868302263815,1.4063444577876102e-05,0.0019287864627444546,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Gpr176,40.02757945163725,-2.3650835542826334,0.547527335365632,-4.319571647876283,1.5633234840225033e-05,0.002056567995512052,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fbn1,7903.432761973592,-0.9198377452518987,0.27072474694082993,-3.3976862316651824,0.0006795831533835943,0.0394648018622581,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Gm9913,53.56108894520735,-1.5493694074794486,0.41458608928824736,-3.7371475973527555,0.00018611967885038216,0.015682711763000828,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Kcnip3,159.5488006270127,1.1355371251621953,0.27317546860638536,4.156804895238872,3.227293747343691e-05,0.0036496728939258657,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fbln7,401.0283906240211,-1.114044740416809,0.28927252176296675,-3.8511944847968316,0.00011754310342395122,0.011224931032159845,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Slc24a3,324.4233442146938,0.91409610797617,0.2425197684540834,3.769161226744438,0.0001637970622166434,0.014365113782972562,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Id1,249.42554789695268,-0.9887430556314067,0.2921383953988059,-3.3845022468944808,0.0007130743532692918,0.04067557492889592,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Foxs1,24.254860892277147,-2.3964917836210855,0.6304802712462094,-3.801057531719703,0.0001440798407571741,0.013198884092676347,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Dusp15,11.117143805465965,3.6299846962213445,1.0015269046432465,3.624450505914646,0.0002895764660562413,0.021444139257627167,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Helz2,412.16673950679683,0.7764495849849885,0.22414591093350833,3.464036358063735,0.0005321345824342199,0.033302325421077486,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tnik,120.63990355851922,1.1674870606269503,0.2802496751842747,4.165881940306564,3.101511865080983e-05,0.0035384682269578795,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Postn,5158.486503451491,-1.734452542418433,0.25073257329092913,-6.9175397502338845,4.595544625667169e-12,4.557366254930857e-09,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fdps,147.61745173940784,-1.244539696512918,0.3176869474765722,-3.9175033988599623,8.947078473324416e-05,0.009011385599851436,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
S100a16,2212.3088377110375,-0.6896755318826916,0.20484124105950502,-3.366878311786568,0.0007602422709167424,0.04261323198547236,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
BC028528,90.73656111138837,-1.4826218887595262,0.39135116109389184,-3.788469375216239,0.0001515782731018822,0.013476876529858382,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Olfml3,968.7185072390834,0.6366405320339545,0.18132406776356438,3.5110646914456787,0.00044631577153485475,0.02950719449552486,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Gstm5,1516.1921279454648,1.1190520575589573,0.2736976077524311,4.0886439116091156,4.3390232452080265e-05,0.004740566752306939,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Arhgap29,513.1534950476135,-1.2735372523077095,0.25101746866949437,-5.073500498025219,3.9056345206753245e-07,0.000114435091455787,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Mcub,19.238596905599692,-3.385099699711442,0.7780787171419689,-4.350587704217842,1.3577313468231199e-05,0.0018923680933611757,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Dkk2,57.19246752916491,1.6663753137037158,0.48527691587032773,3.43386478772667,0.0005950409382962466,0.03584704568465052,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lpar3,82.06801619690972,1.7698817988703053,0.331039980104117,5.346429148266777,8.97063728530619e-08,3.2124848856157605e-05,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Penk,5733.07729917653,0.7453363019542079,0.2248508442644505,3.314803217183416,0.000917076586912678,0.04885517090280267,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tox,54.245886820162525,1.622276002830805,0.39175791543596283,4.141016528091017,3.4577004152500756e-05,0.003842816702879653,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Tnc,240.13854973956617,-2.704858836620037,0.30185973334420885,-8.960648068736292,3.2277569785556137e-19,8.322448593507795e-16,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Pappa,305.4913144004434,1.0871129506877668,0.23794703032311482,4.568718295040481,4.907158051630375e-06,0.0008215984623586856,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Adamtsl1,428.1196739442499,0.8383217340054504,0.22349099469186876,3.7510313789656733,0.00017610865569464755,0.015237535498089908,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Hacd4,121.34086799284107,-1.2088163075068514,0.3396116262218066,-3.5594079064812445,0.0003716918428343764,0.025349402087250072,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cyp2j9,220.50394489935152,0.7929925664295662,0.22756672863448735,3.484659515861184,0.0004927636445956928,0.03192316033229986,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cyp4b1,65.0481406215918,-4.821064490442672,1.108443854511175,-4.349398908047325,1.3651119506871652e-05,0.0018923680933611757,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Hpca,72.53348689915042,1.8646276484027184,0.38394602417138624,4.856483805052722,1.1948854910481868e-06,0.0002784251307216543,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Fndc5,236.54353020141812,1.3177509005614259,0.31781238223528213,4.14631705439932,3.37865900288745e-05,0.003787623640454348,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Hspb7,44.3940937100404,1.3152421834197783,0.38689089965474693,3.3995169816438486,0.0006750498782461561,0.03938394132392676,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Per3,188.91375109477448,1.870505152968566,0.27604256781042963,6.776147489879614,1.2342268443941322e-11,9.944782798705721e-09,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Vwa1,1510.1400453586728,0.5361402029229841,0.15852329581532815,3.382090942315261,0.000719363255025463,0.04067557492889592,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Cdk6,26.48434448424278,-3.543954044501253,0.8201475794678678,-4.321117483271315,1.552409861719119e-05,0.002056567995512052,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Spon2,552.698631697135,-1.2572823855067987,0.25901513494959116,-4.8540884908192234,1.2094172603484829e-06,0.0002784251307216543,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Dok7,141.0156157115588,3.2224649436609267,0.3820920839102386,8.43373908897299,3.347926722618238e-17,6.165924472570617e-14,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Sel1l3,8.980478492320541,-3.9540574505854145,1.1500577856185388,-3.4381380657831837,0.0005857289701199822,0.03561895227729627,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Uchl1,150.54846831345034,-1.020374786404966,0.26265307062731164,-3.8848766700801844,0.00010238184733264,0.01015312904471073,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Ociad2,53.39563438071861,-1.6130127123206897,0.43048746227358364,-3.74694469335227,0.00017900153307841087,0.015384585096312487,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Sult1e1,7571.801931281789,1.5694451588509029,0.30312371619542694,5.177572967728681,2.2479103578243158e-07,7.24501508326777e-05,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Sept11,1464.2893726389336,-0.8884306149095405,0.2452126026269136,-3.623103402484052,0.00029108938644777804,0.021444139257627167,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Anxa3,846.7833296643211,-1.5209621424511113,0.27110576801051645,-5.610216830178662,2.020732679807832e-08,9.30403061002949e-06,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Lrrc8d,93.05743637343416,-1.7674750118179587,0.3631527124850455,-4.867029629830296,1.1328804967178157e-06,0.0002704647289571496,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
Asl,116.0505877075696,0.990662331865754,0.29082438971037533,3.4063935726034864,0.0006582720965612692,0.03876492795615218,3,3,TH_vs_SH,CP,vWAT,rescue_TH_vs_SH,deseq2_pseudobulk,True
