gene,score,log2FC,pval,padj,contrast,contrast_label,cell_state,tissue,n_a,n_b,is_sig
Dbp,26.422743,4.143665,7.50832825968289e-154,1.30201920351161e-149,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl38,22.973965,0.93771607,8.48992051295486e-117,7.361185580757511e-113,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps28,22.20053,0.8571749,3.3942731434239347e-109,1.9620030193371484e-105,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps21,21.1602,0.7331014,2.2227485645998675e-99,9.636170714681575e-96,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps29,20.451536,0.78981006,5.821340086974054e-93,2.0189571689643412e-89,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl39,19.292974,0.73355544,6.1528960833051285e-83,1.778289516343237e-79,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl6,18.06707,0.68257666,5.790937367065185e-73,1.434580641175391e-69,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps27,17.757223,0.74076277,1.5154715263386764e-70,2.6279791738238985e-67,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl37,17.427423,0.73677325,5.109680036558639e-68,8.055178319451214e-65,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl37a,15.348312,0.5602821,3.6352070871609096e-53,4.8490866229582565e-50,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
AY036118,15.098421,2.087881,1.6585767996687713e-51,1.917425352203744e-48,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl36a,13.884445,0.613649,7.870706919325311e-44,7.582551593778901e-41,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ubb,13.50489,0.5633558,1.4633047967910945e-41,1.2687584240577184e-38,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tspan4,13.49999,1.2456387,1.563964137562524e-41,1.2914620052129396e-38,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Hlf,13.394146,1.9346013,6.5424016023635e-41,5.15689937211752e-38,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Cytb,12.960915,0.70017296,2.038032908795424e-38,1.4136611468568578e-35,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Apoe,12.178803,1.2762223,4.031520106246114e-34,2.5892811171264396e-31,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm10076,12.093499,0.85822403,1.1431247733813877e-33,7.079616676859516e-31,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl41,11.957883,0.4708656,5.904818451279915e-33,3.5308778194360345e-30,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Nr1d1,11.89892,1.3466672,1.1988841758380215e-32,6.929950164402377e-30,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Sec61g,11.87199,0.6478148,1.6548264289793632e-32,9.256885517719722e-30,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl35,11.838867,0.54563963,2.4575072307740087e-32,1.3317385277766276e-29,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Nr1d2,11.600229,1.1957142,4.109745275976374e-31,2.036202652305894e-28,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Nd3,11.549724,0.7310512,7.40580815689162e-31,3.470922141855611e-28,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Nd1,11.48595,0.4890758,1.5521936284950374e-30,7.083313082034854e-28,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl36,11.284446,0.47375274,1.5662537313708918e-29,6.624489257488447e-27,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tef,11.239582,1.3305037,2.606124151980593e-29,1.0760190218927491e-26,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Uba52,11.143132,0.8413854,7.735049848175483e-29,2.980744431493579e-26,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Timp2,11.100859,0.3350274,1.2424472911342011e-28,4.6837561903387355e-26,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl35a,11.009849,0.42616642,3.425776720246081e-28,1.2376332105372352e-25,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl22l1,10.809226,0.50514364,3.1128429706961568e-27,1.1016287745886135e-24,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Igfbp3,10.748622,1.6500933,6.015335059801544e-27,2.0862385054403718e-24,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Atcayos,10.517813,1.6295207,7.151468973784522e-26,2.4316396759685763e-23,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Eef1a1,10.395854,0.32159537,2.5895678261745034e-25,8.635710706479243e-23,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ptma,10.216114,0.48725381,1.6793813979668816e-24,5.49474581549881e-22,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ddost,10.182084,0.6536287,2.3840070709037148e-24,7.655753077137282e-22,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpsa,10.051242,0.36511576,9.07165489900988e-24,2.759852063223339e-21,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps3a1,9.884426,0.44417334,4.8636061285301515e-23,1.429488031776972e-20,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fbln1,9.871204,0.5821183,5.54943151834423e-23,1.603878199326788e-20,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tgfbi,9.777819,0.79434484,1.4019887512191503e-22,3.985555235228079e-20,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem176b,9.7710495,1.4762604,1.4989069311643347e-22,4.192345982793666e-20,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps27a,9.751221,0.45757896,1.8226281336082883e-22,5.016856264270052e-20,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Co2,9.697761,0.42278713,3.0818761474969887e-22,8.221971426730043e-20,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pltp,9.511533,0.7955363,1.878737323507665e-21,4.936239988931276e-19,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ctsl,9.368565,0.3020807,7.352588147825647e-21,1.9030034488275307e-18,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
2410006H16Rik,9.355075,0.7069289,8.35403709419669e-21,2.130402312506835e-18,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Selenop,9.245024,0.38228658,2.3518811187494314e-20,5.910720359454187e-18,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Co1,9.203906,0.26028845,3.451691199632128e-20,8.470412371126532e-18,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Olfml3,9.203398,0.6586666,3.4680772639985223e-20,8.470412371126532e-18,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Serping1,9.200734,0.2699899,3.5551241447339955e-20,8.562417749143362e-18,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Naca,9.180891,0.47239843,4.2753820475468797e-20,1.0156082203631567e-17,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gpx3,9.1499815,0.72683483,5.694347452206785e-20,1.3166090555829046e-17,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ifitm1,9.070135,1.2358698,1.1886931620467034e-19,2.7122537004015637e-17,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fbxl18,9.033149,0.89419925,1.6680099233076645e-19,3.708328215394642e-17,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps24,9.007209,0.4612428,2.1136789006202607e-19,4.581663226956992e-17,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Atp6,8.900671,0.49166608,5.550999625741153e-19,1.159757644698522e-16,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl30,8.835477,0.4051185,9.96717962471452e-19,2.0576293080020771e-16,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ppia,8.828978,0.47428086,1.0563648877583834e-18,2.1551086492491915e-16,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Efna2,8.813917,0.94913316,1.208469078651364e-18,2.436751429406198e-16,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl9,8.740664,0.4061559,2.317449608168543e-18,4.566692460823944e-16,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Nd2,8.679038,0.5210907,3.991285998700467e-18,7.523140272115739e-16,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dand5,8.614706,1.0922793,7.0121248361334e-18,1.2799711240356769e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps20,8.590604,0.4257642,8.651377311600232e-18,1.5627451454214544e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cxcl12,8.5474615,0.7189961,1.25824913032289e-17,2.2494121823638387e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ifitm3,8.514247,0.37188032,1.6767670532639247e-17,2.9670221908826244e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps4x,8.492441,0.38204503,2.023410724280589e-17,3.5087965369749693e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gabarap,8.4901285,0.4312598,2.0640824610028775e-17,3.543886530321871e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rplp0,8.480028,0.40146595,2.251395655372828e-17,3.8275933391980595e-15,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl14,8.306937,0.3798749,9.820389561884659e-17,1.5768090314133508e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Inmt,8.242062,0.7962306,1.6926846393113979e-16,2.668440393663541e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Bsg,8.225783,0.40271467,1.939188242417328e-16,3.029501199257557e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gstp1,8.215185,0.9518451,2.1183721751631e-16,3.279883204419939e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl27a,8.2121105,0.37629384,2.1733382618991047e-16,3.335208743326759e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cdkn1c,8.18622,0.6910214,2.6955921462843377e-16,4.100373983220763e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tpi1,8.171355,0.6271986,3.049443823989535e-16,4.5982961175480455e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps2,8.147541,0.38188255,3.7139942295946566e-16,5.5521012013276675e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl22,8.085557,0.39030966,6.188085926721551e-16,9.171589577374224e-14,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Plcxd3,8.039106,0.74971664,9.049610575160758e-16,1.3299092964734128e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps16,8.013524,0.41092637,1.1146743481924732e-15,1.6243334346223259e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ramp2,7.970871,0.686706,1.5756002243035725e-15,2.203426087874859e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps26,7.9444485,0.47396207,1.9505666816850135e-15,2.6633682541023477e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Per3,7.927746,1.0362557,2.231597971356536e-15,3.0232922204135695e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dnajb9,7.915464,0.62162703,2.463326100316117e-15,3.285887531198599e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps7,7.908905,0.4239308,2.59662799313424e-15,3.437261528926783e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Por,7.8522396,0.68679726,4.086730132974851e-15,5.288655763874395e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl23,7.8129487,0.3778831,5.586540640029234e-15,7.176014906573847e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cdh13,7.7917585,0.6172155,6.608286328782029e-15,8.426050972603615e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl3,7.7897115,0.35561582,6.716232250868985e-15,8.50118127462183e-13,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Bhlhe41,7.754344,1.4089599,8.8801173953914e-15,1.1078425593775702e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cntfr,7.7008877,1.1517006,1.3512438098966788e-14,1.6618382203842772e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pgf,7.694859,2.1304908,1.4165026830851285e-14,1.729829086435156e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Hspa1a,7.6792874,0.73168117,1.5997592785681148e-14,1.926487892336783e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
C2,7.640956,0.6211346,2.1561502080502128e-14,2.578606948813706e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Prdx6,7.635766,0.50237316,2.2448200603860383e-14,2.6662619635037186e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cd200,7.6188235,1.582938,2.559983751255013e-14,2.9901608303059835e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dpm3,7.6183567,0.5360314,2.5692518523475664e-14,2.9901608303059835e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fau,7.5869217,0.4006677,3.275954242619482e-14,3.7621405643221475e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gas1,7.5669622,0.45509508,3.820534495250201e-14,4.356918483749505e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rpl34,7.566162,0.37168235,3.8441181478212e-14,4.356918483749505e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Nd4,7.4939327,0.34486985,6.683992250918114e-14,7.429942924562244e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ndufa3,7.4745393,0.67555803,7.7474841630491e-14,8.55726897270283e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Hspa1b,7.4624877,0.6482397,8.490394454646688e-14,9.318476597343557e-12,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mylip,7.4273496,0.7445804,1.1079519708809733e-13,1.2083644733991799e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem176a,7.400255,2.0575376,1.3592324159018143e-13,1.473153082759585e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ftl1,7.3883038,0.34840608,1.48713633871761e-13,1.6017659161305634e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mettl7a1,7.363475,0.69374317,1.7918378902161723e-13,1.918040793471521e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ephx1,7.292117,0.61638856,3.0512129650529324e-13,3.149469287320411e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rsrp1,7.2835903,0.4975799,3.2505112469890323e-13,3.3353322801205214e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fth1,7.239217,0.31700993,4.5128365816115366e-13,4.6033587742191564e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc5a3,7.2293444,0.7700518,4.853311580853218e-13,4.921712054010272e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tob1,7.226923,0.6845995,4.940604835697457e-13,4.9811063055714886e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Supt5,7.2208366,0.6111942,5.166861405975411e-13,5.1791065688450634e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Myl12a,7.190103,0.3895677,6.474252934186389e-13,6.415429721812924e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Prdx1,7.170685,0.39476684,7.462348429581765e-13,7.352533188487352e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fkbp7,7.1422396,0.43714055,9.182242094701425e-13,8.996003399108329e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
C1ra,7.1390157,0.346437,9.400161279491318e-13,9.15776386222803e-11,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Hnrnpa1,7.09512,0.51195306,1.2923937104579385e-12,1.231395567750061e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Vkorc1,7.0938973,0.4236604,1.303870007843013e-12,1.2355415194538627e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pde4c,7.088403,1.0356555,1.3566804381140292e-12,1.2716862420181288e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rbp4,7.0766397,0.68947357,1.4769177361736e-12,1.3769478743541073e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmsb10,7.074213,0.3815811,1.5029934573758748e-12,1.3931129322039964e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tsc22d3,7.046234,0.6601011,1.838250882750674e-12,1.677742555672602e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps5,7.0392504,0.32705924,1.932766475923225e-12,1.754769814606526e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gas5,7.0359044,0.3519502,1.9797284895819203e-12,1.7787809190590714e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ankrd12,7.025554,0.47707745,2.1321853446767888e-12,1.8961141570277025e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tuba1b,7.0061283,0.43159112,2.450031947102947e-12,2.138561489181082e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pdgfrl,7.005893,0.59569085,2.454147605945651e-12,2.138561489181082e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tnfsf12,6.9727464,0.4701022,3.1081226627401665e-12,2.6814903032127976e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gstt1,6.9498334,0.5327659,3.657180437731369e-12,3.1087826456225327e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tomm7,6.945139,0.46727565,3.780882536772605e-12,3.1827322364162015e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
4930403P22Rik,6.918081,1.1493225,4.5780258605571136e-12,3.798447198465115e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Snrpf,6.9098797,0.48904082,4.850647297719722e-12,3.9864964355335405e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mid1ip1,6.8983564,0.7561627,5.260765025748059e-12,4.3031569014857115e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rps19,6.876894,0.2854921,6.1171666367721775e-12,4.933850541779829e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dynll1,6.840146,0.36587813,7.911239618364868e-12,6.322064802860147e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Baiap2,6.835367,0.5433977,8.179524072417937e-12,6.506473712834836e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gstt2,6.8327928,0.76741815,8.32771340045283e-12,6.564130821693296e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ifitm2,6.7978563,0.31723204,1.0618737039960453e-11,8.332104932577114e-10,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ints6,6.7558513,0.45436856,1.4199921538842243e-11,1.099289461629747e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
D830025C05Rik,6.750237,0.640255,1.476036268579259e-11,1.137597552597019e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Eef1d,6.7459807,0.3607967,1.5199669438476093e-11,1.161134219086405e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pdcd4,6.7206306,0.61744636,1.809398099274238e-11,1.37617422980327e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ciart,6.712579,3.5516837,1.9121469335839105e-11,1.4479711779597638e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Krtcap2,6.698164,0.38337797,2.1105437752461363e-11,1.59125824376275e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cmtm3,6.6691465,0.5087238,2.572950378174718e-11,1.9314949137631077e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Btf3,6.6340084,0.3464501,3.266909876548431e-11,2.4313941703530618e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mgst1,6.6301537,0.37817618,3.353378636303514e-11,2.4850828603478305e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Fam180a,6.6283517,1.0685132,3.3945647779026116e-11,2.504899906962093e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cys1,6.617052,0.8815467,3.6643223379927055e-11,2.69250057894625e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Derl1,6.5907693,0.4772982,4.375527164620426e-11,3.1869147146029224e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Lefty1,6.590201,0.9539646,4.392322338908359e-11,3.1869147146029224e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Cbx4,6.5831804,0.7586517,4.604893150280624e-11,3.327227171625679e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Snrpg,6.5810876,0.39737037,4.670195215094884e-11,3.360408930496282e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ccbe1,6.575766,0.4589344,4.8403322301798017e-11,3.4684380662623116e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Atp8,6.514623,0.5916201,7.287243155785617e-11,5.075023436324432e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gapdh,6.5106125,0.4343787,7.484499467990263e-11,5.1915482109767655e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Dgat2,6.502818,1.8203747,7.882902164488153e-11,5.446111810135023e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Nsa2,6.50115,0.42451683,7.970819307288839e-11,5.484999111416498e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ndufa1,6.4964666,0.45014015,8.222836415065938e-11,5.636055583939069e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Nbl1,6.492844,0.42617434,8.423082341570431e-11,5.750577593904443e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
mt-Co3,6.450673,0.33704558,1.113544841946983e-10,7.572541609491228e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Ndufa5,6.4481406,0.409638,1.1323053398428056e-10,7.67004175711488e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmed4,6.438715,0.6788955,1.204891155365749e-10,8.129967908637142e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Herpud1,6.415697,0.47521055,1.4018013507431482e-10,9.313654108519898e-09,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tubb5,6.4017377,0.44721627,1.536185553208205e-10,1.0128894934670526e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Klf5,6.3969097,1.1916659,1.585531318322214e-10,1.0414658557206633e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Tmem258,6.3919234,0.45939407,1.6381194233198397e-10,1.071948261124126e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Banf1,6.3833637,0.57524073,1.7324003378069867e-10,1.129381739019209e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Pik3r1,6.354637,0.5174873,2.0891943052385946e-10,1.3467925073287164e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Slc6a6,6.3408904,0.8561405,2.2844100364037858e-10,1.4617695365785258e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Rbm3,6.3089585,0.36203396,2.809194627123541e-10,1.79096485400549e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Sord,6.2951193,0.7974031,3.071638550718078e-10,1.9333856258342905e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Gm11808,6.2948394,0.76772916,3.077183742173255e-10,1.9333856258342905e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Aldh1a3,6.286689,0.48865688,3.243080911382399e-10,2.030262313511992e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Abca1,6.2717547,0.45254716,3.570016183148582e-10,2.22189289553834e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
Mn1,6.234323,0.5254068,4.537362449663674e-10,2.800085488954369e-08,TC_vs_SC,exercise_TC_vs_SC,Areg,vWAT,1450,1555,True
