gene,score,log2FC,pval,padj,contrast,contrast_label,cell_state,tissue,n_a,n_b,is_sig
Plp1,4.083023,2.7175624,4.4453650850680455e-05,0.0003907099642177647,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tmem185b,4.0815916,0.53724855,4.472837531406522e-05,0.0003927264588968127,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc38a7,4.0804467,0.39729518,4.494920340049323e-05,0.00039446565595544186,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc20a2,4.0779443,0.44176096,4.543563941831392e-05,0.00039813007738907617,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rell1,4.077437,0.25536633,4.5534855830970025e-05,0.000398797946951945,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Hgh1,4.0722017,0.64493465,4.657077833995344e-05,0.0004068432580318048,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rangap1,4.0694704,0.3041514,4.7120152190591173e-05,0.0004112282632798397,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm14305,4.0626984,0.43178955,4.850868693971228e-05,0.00042270811066409577,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Zer1,4.061584,0.39084193,4.874091252729169e-05,0.0004245184149350905,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Elovl5,4.055062,0.34619948,5.012107153578282e-05,0.00043522759213921375,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Wfdc1,4.054623,3.105135,5.0215147211283995e-05,0.0004356082380144451,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pycr1,4.0528417,0.61008734,5.05992920594099e-05,0.0004385019108456907,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gpsm2,4.0483737,0.2506582,5.157476741727814e-05,0.0004465092570060011,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ptprm,4.047075,0.25506046,5.186167429882396e-05,0.00044876910879037245,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm14403,4.0450044,0.7023567,5.232217471358857e-05,0.00045252809561513186,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Fam57a,4.0439863,0.5908535,5.25499961257118e-05,0.00045381946355376905,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Asb8,4.042858,0.35541755,5.280360509133012e-05,0.0004557826360820088,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rpgrip1,4.0403457,0.5296095,5.337247221657511e-05,0.0004600059844471317,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Coq8b,4.040048,0.29970112,5.3440242077769936e-05,0.0004603612706759108,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gbp2,4.0394616,0.28709272,5.357402541595747e-05,0.000461235686349066,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tfrc,4.03937,1.7754028,5.359494308248475e-05,0.000461235686349066,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm17066,4.035167,0.504846,5.456343590033807e-05,0.0004688724192010716,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Uap1l1,4.0330224,0.26413906,5.506398313978619e-05,0.0004727052136767487,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Cdc42ep1,4.0312295,0.74502856,5.548580622600346e-05,0.0004760907302153023,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gipc1,4.0287485,0.26829952,5.607460495794494e-05,0.0004802555040339202,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm28791,4.0279374,0.25377387,5.626832352062976e-05,0.0004816135232829421,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc19a2,4.02651,0.3913406,5.661086365123382e-05,0.00048430635746228205,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Usp50,4.024107,1.1551692,5.719193548511905e-05,0.0004883876751755408,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mageh1,4.018699,0.25234964,5.8520389239351e-05,0.0004989194050145456,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pias3,4.0168033,0.3146064,5.899296183822473e-05,0.0005027012045388968,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Riok2,4.0109887,0.32791367,6.0464941714076784e-05,0.0005137298159058332,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gne,4.0058236,0.5532817,6.180178005346331e-05,0.0005245739931018635,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
AI597479,4.0017743,0.51219594,6.286929464381917e-05,0.0005328526091976873,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Bclaf3,3.9995475,0.38002542,6.346368401296454e-05,0.0005374486388245561,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tbc1d5,3.9978433,0.27368093,6.392223540973067e-05,0.0005409836428697607,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Supv3l1,3.9943514,0.6033915,6.48715949211452e-05,0.0005476817563425408,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Hacd3,3.9904408,0.27785283,6.595059076702894e-05,0.0005546310351556979,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Stmn4,3.9883428,0.26392463,6.653645207936029e-05,0.0005590158020872998,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Lrp4,3.9874353,1.0044206,6.679138190389083e-05,0.0005606144015466461,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rad52,3.9872174,0.3347154,6.685272810575503e-05,0.0005608578413555384,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Klf10,3.9840617,0.2519712,6.774727092544785e-05,0.0005667175229706662,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
A630072M18Rik,3.9811337,0.6243815,6.858732550837527e-05,0.0005731917164533665,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mynn,3.9787896,0.4222169,6.92670035742758e-05,0.0005782478313436154,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gstt3,3.969218,0.26449865,7.210888676634955e-05,0.0005994440102661877,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Nifk,3.9668067,0.3674326,7.284203471627657e-05,0.0006046690876088808,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ppp2r5d,3.959596,0.2672413,7.507666331358408e-05,0.0006226228687330759,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc35a2,3.9559608,0.2900864,7.622770851892013e-05,0.0006309616675067274,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Med27,3.9525862,0.32187098,7.731105257743524e-05,0.0006384052203549068,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Heatr1,3.9508884,0.47559822,7.786159918833475e-05,0.0006417290834243883,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ints13,3.950134,0.36494207,7.810747635748398e-05,0.0006426911373242075,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm4951,3.948351,0.47288984,7.869142252741568e-05,0.000646111722560566,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Zfp276,3.9448562,0.47119367,7.984785531419302e-05,0.0006549865936629239,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm38115,3.9444056,0.8264128,7.999820093242786e-05,0.0006554270147963252,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Haus8,3.9442422,0.27802566,8.005273152290045e-05,0.0006554270147963252,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Nkrf,3.9427574,0.49776503,8.055014031382139e-05,0.0006588773505575361,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Xylt2,3.9423096,0.34448498,8.070070056017168e-05,0.0006597976654474008,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
B4galt7,3.941404,0.5628361,8.100602871820234e-05,0.000661981877475187,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Chst14,3.940557,0.25451118,8.129262566505353e-05,0.0006640110323399403,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Nip7,3.9385989,0.28764734,8.195878864471136e-05,0.0006688222841825599,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Agrn,3.92534,0.31416652,8.660731551123735e-05,0.0007022945119495353,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm42702,3.9248042,0.27515128,8.680027800035488e-05,0.0007030376556768585,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mmp27,3.9224813,0.5275726,8.764170447586128e-05,0.0007095213806330115,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Vcam1,3.921224,0.28859335,8.81002614167391e-05,0.0007129009021127731,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rnf19b,3.9200459,0.41578645,8.853215756554664e-05,0.0007157278062210463,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Yipf6,3.9195428,0.32462212,8.871715303293676e-05,0.0007168891662367923,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Bcl2l12,3.9111526,0.43376803,9.185667693730768e-05,0.0007419127316114823,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gar1,3.910528,0.2511674,9.209460333821426e-05,0.0007434881361675854,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
1700124L16Rik,3.9096851,1.7784901,9.24165227360599e-05,0.0007453929864027975,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Erlin1,3.908074,0.3076218,9.303485939628831e-05,0.0007493069324482806,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mrrf,3.905908,0.2566079,9.387222388151145e-05,0.0007550270103568135,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tsr1,3.904769,0.42811117,9.431548803829643e-05,0.0007582405554344453,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Bmf,3.9004357,0.76822215,9.601977375422062e-05,0.000770803450574063,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Syde1,3.9003444,0.26754588,9.60559515997088e-05,0.000770803450574063,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc35b4,3.8996577,0.254018,9.632878963556266e-05,0.0007726353103932896,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Xpo4,3.8982244,0.3245988,9.69006048504961e-05,0.000776680250616619,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pigz,3.8974926,0.3950084,9.719374967196176e-05,0.0007781333393635683,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm44777,3.8950427,1.2937105,9.818145364295626e-05,0.0007853157691985723,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Elavl3,3.8927455,0.55622977,9.911613147114192e-05,0.0007924263881240536,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm14286,3.892076,0.80014837,9.939012533736937e-05,0.000793519412281456,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Dera,3.888211,0.32579598,0.00010098577147278713,0.0008040377700227739,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Desi1,3.8852818,0.40260348,0.00010221126279057683,0.0008119310618650448,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tirap,3.882784,0.34930396,0.00010326739030019094,0.0008195697094716757,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Prkd2,3.8806112,0.43100172,0.00010419434483342337,0.0008261701571817076,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
6720427I07Rik,3.8774993,0.4376076,0.00010553564113435414,0.0008351860647525597,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ccdc115,3.876341,0.4301587,0.0001060389633432902,0.0008384959705134499,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Klhl26,3.875823,0.51845497,0.00010626489953928641,0.0008398995546539497,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Yrdc,3.8742814,0.36264592,0.00010693974805777814,0.0008448483695079412,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Adam30,3.8700314,0.2977624,0.00010882132681366503,0.0008589306455510993,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Osbpl11,3.863114,0.3193235,0.00011195063960259194,0.0008816239969793583,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tex2,3.8615944,0.382059,0.00011264941176487546,0.0008863218917489588,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Hmgb2,3.8585665,0.74932295,0.00011405405069570363,0.0008957478682582414,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Lap3,3.857664,0.264319,0.00011447580277256399,0.0008982465592212815,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pcdh1,3.85621,0.42794126,0.00011515856075553237,0.0009031952067217037,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gsta3,3.848247,0.8855207,0.00011896603589324676,0.0009296935684654313,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gins4,3.8439312,0.33503702,0.00012107898485985171,0.0009436542366088488,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Crlf3,3.8421917,1.1899008,0.00012194052374748185,0.0009495153220947834,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Qpctl,3.8395064,0.39717358,0.00012328193062412874,0.0009595296045570093,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Orc2,3.8385816,0.26165754,0.00012374708581994645,0.0009618548701047475,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ttc16,3.8322086,0.76008004,0.00012699792107944064,0.0009835957791150425,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pald1,3.8307,0.7519355,0.00012777924971407037,0.0009887639309646115,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tmem220,3.8300633,0.8300787,0.00012811032862996023,0.0009908836792025604,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm19409,3.8258336,1.3221972,0.0001303303259902847,0.0010062592088145711,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Aox4,3.8247666,1.7117293,0.00013089606443658888,0.0010097280486632064,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tob1,3.82325,0.26204908,0.00013170415248371035,0.001015509874708769,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gatc,3.8198211,0.39528084,0.00013354855199829513,0.0010274539345789839,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Nat14,3.8168962,0.538718,0.0001351410164615196,0.0010378566724797216,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pnpla2,3.8081992,0.27588564,0.0001399825694222589,0.0010707709467804992,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Dnaaf5,3.804208,0.5521994,0.0001422585438975159,0.0010853081433026058,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mks1,3.8020663,0.5284291,0.00014349425375705915,0.001093773122813698,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Scn3b,3.8007126,1.2318541,0.00014428051551287235,0.0010992831368667483,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Vps9d1,3.7953527,0.26898748,0.00014743368903707247,0.0011213366673648569,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Fndc10,3.7938817,0.4318159,0.0001483103492302102,0.001127509761508582,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mrpl10,3.791504,0.2804807,0.00014973779514923565,0.0011368665086177298,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tspan9,3.7911868,0.2912458,0.00014992915063962573,0.0011378211821626914,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Prdm15,3.7903752,0.5773108,0.0001504199247589146,0.001140547405004083,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Thnsl2,3.7884827,0.32482734,0.0001515702361622913,0.0011487672488156876,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm29488,3.7879152,0.47572038,0.00015191663519857764,0.001150387061562679,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm15013,3.7875166,0.99384785,0.00015216059746842552,0.001151731523657777,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Enoph1,3.7833958,0.34874055,0.00015470316848020807,0.001169227107515463,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Alkbh1,3.7833674,0.25372213,0.0001547207211595445,0.001169227107515463,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm45570,3.782715,1.2689178,0.00015512700999792138,0.0011711177537544425,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Zfp386,3.7818496,0.2725077,0.00015566739611527362,0.001174174996100461,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Cdc42se2,3.7814314,0.3450924,0.00015592919457453781,0.0011756383317900261,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc5a6,3.7716358,0.8447389,0.0001621808919909033,0.0012164268373764076,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Dtx3l,3.7657554,0.2742361,0.00016604634129725382,0.0012416600277859761,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Cyp4v3,3.7649312,0.3259235,0.00016659490090951937,0.0012446885724566891,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Smg9,3.7634346,0.25108024,0.00016759553273232368,0.0012505482500478591,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ptger4,3.759951,0.36600262,0.0001699465341024484,0.0012648252565968057,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mob3a,3.75791,0.30442497,0.00017133853432143672,0.0012740915624648518,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mad2l1,3.7533529,1.2550169,0.00017448497375459034,0.0012958218115110712,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rbfox3,3.753099,0.87007296,0.00017466192892484853,0.001296580697553852,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Uspl1,3.7524803,0.48314133,0.00017509361060211084,0.0012992290549641437,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Nup35,3.7518082,0.3590886,0.00017556371008978146,0.0013021600926718994,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tmem39b,3.7493434,0.46590295,0.0001772981695486296,0.0013144624019421915,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Sec11c,3.7484066,0.29880777,0.0001779614996296293,0.0013182530393325083,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Stmn3,3.7480776,0.61795515,0.00017819505823909621,0.001318856382810144,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ly6g6c,3.7459936,1.2098734,0.00017968120506811007,0.0013270237551474006,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Utp18,3.7445867,0.3316003,0.00018069093581694204,0.0013339129493408223,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Dscam,3.74385,4.986727,0.00018122189499520088,0.0013366945474741721,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pdcd7,3.743709,0.29242274,0.00018132356815664383,0.0013368758483862078,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc47a1,3.7418149,3.3055952,0.00018269608099303684,0.0013448196804398196,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ppp6r2,3.7401717,0.272658,0.00018389460517048088,0.0013523818270828284,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Pkmyt1,3.7398257,0.63918483,0.00018414790369358897,0.0013536705374949242,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Meis3,3.735992,0.29412344,0.00018697667949659383,0.0013715577830585592,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Dhodh,3.7342775,0.46320128,0.00018825488424311203,0.0013786013292482289,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Zw10,3.7298236,0.38615975,0.00019161381854280728,0.0014020148638611057,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Sgcd,3.7292597,0.45387313,0.00019204311149310154,0.0014045633051041223,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tbpl1,3.728861,0.3613266,0.00019234716113599302,0.0014061939802947957,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
1700017B05Rik,3.7209601,0.39259797,0.00019846671775601714,0.0014460551901710474,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Iglon5,3.7191043,0.2911353,0.00019993041464659155,0.0014555655979971809,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm45464,3.7190924,1.5841606,0.0001999398681984479,0.0014555655979971809,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
A530032D15Rik,3.7161458,0.7727688,0.00020228490591773046,0.0014701687148027508,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mid2,3.7096405,0.38627064,0.0002075538442832917,0.001502793826186456,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Mss51,3.7065845,0.6694273,0.000210073116928719,0.0015197655071593308,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tsta3,3.7057624,0.30108657,0.00021075579256626202,0.0015234331800298249,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Zfp35,3.7040687,0.7169108,0.00021216884822858364,0.0015317318888975308,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rhobtb2,3.7035768,0.2565897,0.00021258083022753722,0.0015340674893781618,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Ehd4,3.7028694,0.27569374,0.0002131746612577877,0.0015377128955371452,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Itgb4,3.6967404,20.728445,0.0002183854486703556,0.0015681250788375305,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gnb5,3.6928854,0.2824617,0.00022172394458699313,0.0015868406616108327,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tbc1d13,3.6868005,0.31195503,0.00022709127096128082,0.0016165803488257678,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Cdh24,3.6797643,0.63003796,0.00023344975205872462,0.00165844004524799,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Gm29666,3.678177,1.9528148,0.00023490678577479566,0.0016667424599511997,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Rhobtb1,3.6751208,0.76119614,0.00023773678392264924,0.0016826912530623103,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Tmem129,3.6744773,0.36735293,0.0002383366889678234,0.0016844086548228603,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Smim3,3.6744063,0.33103293,0.00023840318714093858,0.0016844086548228603,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Smtnl2,3.6732483,0.5512848,0.00023948653415807578,0.0016902466377025607,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Cdkn2aipnl,3.6706917,0.48652261,0.00024189493543923693,0.0017051626322974827,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc39a9,3.6702218,0.30618578,0.00024234020232953034,0.0017076072525787833,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Il23a,3.6639216,2.3652234,0.0002483828896266356,0.0017459293429329095,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
Slc30a1,3.6632695,0.34301805,0.000249016297619982,0.001748328331113865,TC_vs_SC,exercise_TC_vs_SC,WAT_IPC,vWAT,3029,3178,True
