gene,baseMean,log2FC,lfcSE,stat,pval,padj,n_a,n_b,contrast,cell_state,tissue,contrast_label,method,is_sig
Gm36107,15.962384086725507,3.103880266214314,0.8179096745654355,3.7948936939319613,0.00014770673028336899,0.008565601594912488,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Gpc6,642.7506488308298,0.823918357762816,0.2136039527316654,3.8572243033247737,0.0001146819157636589,0.007005438889766687,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Itgbl1,380.0843756879979,1.0707747552666764,0.26151036161095187,4.094578695354583,4.229367455580917e-05,0.003239310983024475,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Plcxd3,84.30460733879391,-1.1939561475162623,0.34765049063503645,-3.4343577232850153,0.0005939597862833602,0.02361822395014659,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
C7,1433.2377659685787,-2.597352693486027,0.5929793129573615,-4.380174209673974,1.1858446551196759e-05,0.001240038056425564,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Slc1a3,188.89170853745762,-1.037789573754259,0.27590473123976245,-3.7614055006994973,0.0001689612558186088,0.009450612981057455,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Basp1,1008.2075990550242,0.7293466343840763,0.21016922412948416,3.470282756217103,0.0005199107301467173,0.021367062934078505,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cmbl,109.4035712601953,-1.026311366342469,0.2775442545568559,-3.6978296235356782,0.0002174507550443869,0.01101968487969299,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Sema5a,379.67972682957344,-0.8060358591775134,0.23218980676626808,-3.4714523880408867,0.0005176511190369298,0.021367062934078505,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Rida,140.07410909096455,-1.3591956604105262,0.3518671122668219,-3.862809603472814,0.00011209036946010093,0.006932580624505784,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cthrc1,83.93370658903596,1.7879736644532138,0.3796047935260933,4.710092430195595,2.4760447503964927e-06,0.000337142254902472,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Angpt1,348.9166518292397,-0.8439336206619906,0.20145862887334187,-4.189116273557963,2.8004289200138655e-05,0.0023220465833285334,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Tnfrsf11b,50.46710261205618,2.316958170914971,0.48128333158955955,4.814125108514839,1.4784616728969283e-06,0.0002239288016927033,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Col14a1,1792.6712565613132,1.2974562670465892,0.18890251334720326,6.868390706172669,6.493018957375791e-12,4.1678997878774125e-09,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Has2,514.2283490173321,0.8591188770045746,0.2689908566038237,3.193859032427655,0.0014038465035933906,0.04665203470610849,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Fam83a,58.18868989795868,-1.2524090003830708,0.3783536406703188,-3.3101544844770414,0.0009324449259061301,0.033879670084136476,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ly6c1,1526.614646931687,1.2972415963302768,0.2511001173404272,5.166232537325144,2.388595939055418e-07,5.110837025153498e-05,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ly6h,8.99265061431468,4.168282211089645,1.146014406572605,3.6371987884129324,0.0002756192149000361,0.013269096488758882,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Scrib,229.53157575210363,-0.9428441010914654,0.23451700812154908,-4.020365553200277,5.810790428733367e-05,0.004211261020393859,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Nrbp2,128.7773016641222,-1.10448077508967,0.2975213421073315,-3.712274108696465,0.0002054053580522334,0.010608675197486997,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Myh9,1070.3890471203858,0.9122896332352763,0.24933989928085087,3.6588192899191547,0.00025337992224515267,0.012603547423854826,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Maff,1929.0384048599517,0.8900917716075201,0.20619111879187843,4.316828856755684,1.582867887793337e-05,0.0015026097977080411,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cpne8,313.24153709312276,0.7969344198896782,0.2228613694434571,3.575919962619951,0.0003489984238092248,0.015893576868068752,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Vdr,39.47797114508046,1.8683645085700507,0.5304673147731342,3.522110517533199,0.00042812562321801724,0.018556699038517276,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Fkbp11,474.89499617043975,1.1181704458991224,0.21743670852779756,5.142509990470045,2.7109202132962785e-07,5.7098756992552865e-05,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Smim41,997.8909631600321,-1.0484929125712648,0.3004911876511442,-3.4892634315403437,0.0004843535661807143,0.02050677721567381,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ppl,598.0116820360479,-1.264114245075289,0.23969201577794372,-5.273910526274658,1.335470349833923e-07,3.000356719293547e-05,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Tmem114,17.706158294702636,-4.022731508600109,0.9307290775906274,-4.322129398829711,1.54530509867476e-05,0.0014773555127755862,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pkp2,67.46202114706861,-1.2749360211308622,0.3932914476324006,-3.2417079720546385,0.0011881570547058714,0.04085805381998761,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Kng2,22.836256046576505,1.9673254656463057,0.5640298343027481,3.487981213047546,0.0004866822741937145,0.02050677721567381,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Tfrc,18.01911709880217,-2.6192895612981193,0.7501642781722946,-3.4916212855133204,0.000480098439815563,0.02050677721567381,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pdia5,155.04499313236008,1.0216116297053155,0.30401994553538664,3.3603440981684023,0.0007784545148493302,0.029311639274215002,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Arhgap31,495.7918494195173,0.8395708956069076,0.22348421172547328,3.7567347112566125,0.00017214481539468845,0.009528407084710942,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Col8a1,151.84168000834273,3.9640567843960173,0.43112634242322906,9.194652226804953,3.7620955379486556e-20,1.267826196288697e-16,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Btg3,391.9801591657747,0.6262611702372689,0.19657327711271938,3.1858916910570563,0.0014430861114067715,0.047561860102110706,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Adamts5,15546.66501281946,-0.5768210524767757,0.14917680931914498,-3.866693858847321,0.00011032077391623439,0.006916855964608556,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Map3k7cl,16.85464143853577,3.972233294763424,0.8472129563500452,4.68858893739841,2.750953527748984e-06,0.00037082853554056303,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Clic6,169.69718955769255,-2.241825602778338,0.33163126966310236,-6.7599946321580715,1.3799685288885513e-11,8.455443531553487e-09,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Runx1,615.8118494432673,1.1050904505209818,0.2634164826463092,4.19522134461416,2.726052427096727e-05,0.0022890014631375896,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Rnaset2b,224.2445576976789,1.555090465037453,0.4286209368698735,3.6281252996970794,0.00028548670804148904,0.013598448142753612,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Fndc1,660.6329160506751,1.1738238387241813,0.25046772779635723,4.686527278590392,2.7787979680735413e-06,0.0003708732337587261,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Rnaset2a,275.78673791591615,1.332661482439405,0.4143699633954559,3.2161150666405165,0.0012993872106499373,0.04412025088050669,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pde10a,248.31782494823733,1.1413385008341579,0.30743214531808605,3.7124891401751983,0.000205230869398427,0.010608675197486997,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Thbs2,365.80076326578643,2.296006262772097,0.26201714234134843,8.762809342378544,1.904436082445359e-18,5.134359678272688e-15,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Has1,3726.372015983407,2.3077091325151384,0.23928020038977796,9.64437980558346,5.192410720845886e-22,3.499684825850127e-18,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Uqcc2,676.9142494407646,0.6962953530181555,0.2033286859320346,3.4244816456980485,0.0006159734513492761,0.024207936222123153,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Mapk13,19.55776769020707,-2.8211415483626703,0.8204389189964078,-3.438575965915413,0.0005847824375279177,0.02339129750111671,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Sik1,1260.3331334614315,0.6450685832774418,0.1938519467876017,3.3276353112111163,0.0008758644243046182,0.032346992985277406,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Rps28,11080.912293500543,0.9188519295168641,0.21905747566794603,4.194570063017104,2.7338964062696733e-05,0.0022890014631375896,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
C4b,1341.620283234596,2.352398166566534,0.2980656001197798,7.8922162289818285,2.9686678821532347e-15,3.3348035876188e-12,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cfb,1166.8939943836242,0.9585008629228965,0.2018194801185149,4.749298047740655,2.0412392172244187e-06,0.0002958699424536039,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ly6g6e,17.82004325108531,-2.981878055682333,0.7119171503794076,-4.188518360729443,2.8078159724224845e-05,0.0023220465833285334,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Lst1,61.60391737333285,1.6216175558603045,0.4415541221095106,3.672522743334563,0.0002401677689484476,0.011990598242315086,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ier3,3341.309161493667,0.9540448938710463,0.2214000790081015,4.309144324361943,1.638873969377636e-05,0.0015235876625662437,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Adgrf5,13.232743993210088,2.571281611241499,0.8026887197497831,3.2033359233490013,0.001358454232170465,0.045779907624144675,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pla2g7,28.948401917667415,-6.797772872963697,1.3158073608417693,-5.166237152385983,2.388536992092104e-07,5.110837025153498e-05,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
C3,35263.798399371015,0.7555641926922043,0.17525619993373837,4.311198080169896,1.6237236816539608e-05,0.0015235876625662437,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Lbh,237.2260941217544,1.1219625756798783,0.2852512265212006,3.9332436510890556,8.380720998414549e-05,0.005537848973462163,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ltbp1,3258.601007615521,-0.5775305654563067,0.15910831811006673,-3.629794924089305,0.0002836464822455607,0.01355870418677361,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Vit,913.0015893254068,-0.7344023607169781,0.20414082102898076,-3.597528201440509,0.0003212556727712923,0.014729681867200748,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Crem,204.52632164922667,0.8002257697082488,0.24454299178297548,3.272331641458059,0.0010666437777810502,0.03744364094918895,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ecscr,27.29951661111933,5.129281883619863,0.7286803958795327,7.039138026251839,1.9343268745830522e-12,1.6296703918362215e-09,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cystm1,477.2128408825165,-0.8062090146870594,0.24075170944925595,-3.3487156395746664,0.0008118707475920747,0.03040004910428102,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Arhgap26,23.31646497098174,-2.409888813925761,0.7250137614866542,-3.323921478378892,0.0008876118390448075,0.032644489605632265,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ap3s1,560.5781892845897,0.6622168602286044,0.20542958449619741,3.2235710443198715,0.0012660288959779687,0.04320523928552662,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Megf10,64.90355448170361,-1.8400119547215572,0.4462149837449411,-4.123599658798813,3.7299696578507843e-05,0.0029576465286957985,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Fbn2,71.43063589857805,2.3918026690293672,0.47595542246572686,5.025266140762581,5.027348543592387e-07,9.544881460228927e-05,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Synpo,30.850877389857533,2.297166102179677,0.6216426042078897,3.6953163869885897,0.00021961314193019553,0.011087584843516988,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Apcdd1,105.56258377320229,-1.0976698311936255,0.33266070274702253,-3.299667866175245,0.0009679931588669928,0.03461153257699486,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ldlrad4,205.63273884315433,0.7658421554435929,0.2228691055291427,3.4362867550677643,0.0005897464096889287,0.023520063913037747,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Smad7,1722.7424742709547,0.7460774784233039,0.2153997359810739,3.463687989333738,0.0005328241432461918,0.021699303477216512,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pqlc1,567.7683230734491,1.051658880467172,0.21278729701921092,4.94230104521806,7.720587681222528e-07,0.00014256646841490368,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Gstp1,482.34721758768734,1.778909941957528,0.37319255684593106,4.766734784295106,1.872355150871907e-06,0.0002743407329755794,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Gstp2,30.346520787010004,1.9676192009895732,0.5889856938014253,3.3406909907950153,0.0008357017898690302,0.031205706724195363,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Actn3,55.455474621583114,-1.2438105579245258,0.3744647952769365,-3.3215687392046083,0.0008951293039583063,0.032788975590646655,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ppp1r14b,731.4320665003129,0.9780135137694037,0.2093505530288731,4.671654789631813,2.987828104457957e-06,0.0003948619887067967,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Psat1,427.7384016739771,-1.2821054595109547,0.26854910953732364,-4.774193672508769,1.804286856256954e-06,0.000268098522143682,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cemip2,94.53307583847173,1.294852168565404,0.3448302370052974,3.755042422644369,0.00017331212059877398,0.009535703614985605,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Vldlr,1266.936832082662,-0.7346106680398389,0.2113864739641838,-3.4752018625577117,0.0005104690647899042,0.021303786357176186,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Mlana,8.512385163526714,3.6837089302435566,1.0709218770251483,3.4397550458828214,0.000582240899779013,0.02335895038399136,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Il33,131.34949291308382,2.853834376919535,0.8556935712892899,3.3351125597678717,0.0008526487843997614,0.03166310086421153,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Acta2,99.71283690248406,8.35164032820306,2.19028322506591,3.8130412691042466,0.00013726718099531417,0.008093340108202783,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pdlim1,425.2221763827399,1.1763913831500568,0.21152257906718716,5.561540466922883,2.674036545204837e-08,7.50958596445025e-06,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Entpd1,193.69212429967146,1.0639647825400709,0.2838738416865686,3.748019811261152,0.00017823617901396873,0.009731492499139837,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Maob,336.2402296789179,-1.1004688120202855,0.24578862721884034,-4.477297523780351,7.559386532656798e-06,0.0008635638174594375,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Timp1,1955.267742758393,2.8855824706457,0.7636281872905251,3.778779409497976,0.00015759895266963546,0.00895765794276203,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Il13ra1,124.42398070646475,1.1896766477797887,0.3563184123898839,3.3388020557243716,0.0008414049773839827,0.031331875953414606,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Bgn,13699.592113284576,0.7871532614996598,0.20386523817787186,3.861145080618751,0.00011285686189200245,0.006946623279927822,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Itm2a,503.7339544904325,-1.2318887227921382,0.3529310440088178,-3.490451587368325,0.00048220497095235527,0.02050677721567381,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pcdh11x,29.50686255948249,-2.0297854628546244,0.5820877835218426,-3.4870779293351326,0.0004883290420052888,0.02050677721567381,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Col4a6,211.7892832625133,-0.797829897796408,0.2301771110305675,-3.4661565358271273,0.0005279558028834075,0.021566194614752527,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Trpc5,27.54673029650999,-3.04905590561014,0.6443701063377234,-4.731839474893466,2.224943372715625e-06,0.0003128052290281928,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Rtl4,49.601829210598275,-1.9112726448542519,0.4003862226070692,-4.773572458136092,1.8098639106138767e-06,0.000268098522143682,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Map7d2,93.80307807799427,-1.580353908391693,0.43239967248771666,-3.6548452946309453,0.00025733710687065084,0.012728973825588824,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Sh3kbp1,545.3631370975135,-0.7855150365486783,0.20668420669044205,-3.800556651748292,0.0001443714058509035,0.008461419786392083,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Vegfd,1878.5762941106877,0.7761713661723669,0.17671451142301448,4.392233325504257,1.1219220055728814e-05,0.0011962261033248757,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Gm21860,97.79417525454907,1.3795490359108584,0.4021986837551457,3.4300187733849308,0.0006035394899289366,0.023788632527023578,3,3,SH_vs_SC,CP,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Col4a1,16.082822926099436,5.210808408954973,1.0535494072224876,4.945955427655193,7.577129661123189e-07,0.011457377760584374,2,3,SH_vs_SC,Fibroblast,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Timp1,249.59329846964565,2.077429999538689,0.45755874834519855,4.540247579249435,5.618821087120865e-06,0.0424810968291773,2,3,SH_vs_SC,Fibroblast,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ctla4,163.7075701614366,1.3984425472219681,0.27294935547566246,5.123450629824478,2.9999422213005417e-07,0.0006235379906973175,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Arl5a,51.96354605483219,1.5428080509926059,0.38740583361658826,3.982407896623229,6.822056555408105e-05,0.04051327014404499,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Frmd5,40.62686944799516,1.7012082109202369,0.43498080700162833,3.910996033702858,9.191628182232843e-05,0.04761201893964879,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
AA467197,65.0692571108719,1.8544549236760095,0.48963154829200495,3.7874498286414657,0.00015220140536990212,0.04937665629423143,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Tnfrsf9,86.79386344748228,1.8936496888629204,0.35491203902227764,5.335546503521276,9.525721053516104e-08,0.00039598422419466446,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Hopx,165.41655911239147,1.8154875687516525,0.38402682359978574,4.7275019795066875,2.2729884867442498e-06,0.0031496043797986156,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Uba52,157.56718885037594,1.579577702007692,0.41484340271164016,3.8076481189835016,0.00014029470952024465,0.04937665629423143,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Csf2,14.481520315040362,-2.679891997801022,0.7082425136499183,-3.7838620898232085,0.00015441340674164267,0.04937665629423143,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ccl1,14.83146266715841,-2.764093331901381,0.6937514045371931,-3.9842706102272025,6.768770492711309e-05,0.04051327014404499,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Stat3,90.10563265187807,1.2498553370892707,0.30588404502123395,4.086042921926536,4.387926426726864e-05,0.03648122031180715,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Egln3,27.13013066195002,1.9636113254662126,0.517486178532082,3.7945193648190867,0.00014792973670641363,0.04937665629423143,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Tnfsf11,67.40353589680666,-1.6587003279648806,0.3774238273617778,-4.394794943285182,1.1087736737029962e-05,0.011522930403958388,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Pcyt1a,71.90628367933614,1.3097278507699446,0.3372785899690557,3.8832226228475046,0.00010308110908271326,0.04761201893964879,3,3,SH_vs_SC,Treg,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Prex2,28.594129011686544,-2.5770446813183585,0.7222813708530513,-3.5679235064234547,0.0003598215080623623,0.039621883753174734,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Aox3,111.08669368964905,-2.0338984941697724,0.3070527688164891,-6.623937970041031,3.497535807135901e-11,3.081060004870795e-08,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Adam23,79.82107534649221,-1.7364559350191102,0.3848688210903894,-4.511812440663491,6.427601432543531e-06,0.0012268148600914754,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cyp27a1,281.62743606854775,-1.2523699839432947,0.3363121079883456,-3.7238325775255574,0.00019622107756943948,0.023905572131119372,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Col4a4,58.24440739444188,-4.402409187141815,0.48607168211515994,-9.057119246248948,1.3394114029872494e-19,3.834734846752495e-16,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Col4a3,13.641013006140483,-4.681828098634534,0.9729290637771303,-4.812096043732747,1.4935554309929571e-06,0.00040724278085074636,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Ramp1,166.0417449475062,-2.5356321350249953,0.4275699426386909,-5.9303329868715275,3.0232095026082293e-09,1.9234330679927466e-06,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cfh,797.5263549332616,-0.695693770140651,0.1793252656564042,-3.8795078183440905,0.00010466803709389521,0.014101863068226916,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Atp1a2,91.095883797598,-2.509609825491889,0.3923553248994755,-6.396268041308908,1.592204054770456e-10,1.302422916802233e-07,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Susd4,11.748329293977235,3.2493493560237043,0.8238610653346423,3.944050147222163,8.011689324449534e-05,0.011468733267949508,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Hmcn2,136.30719653376772,-1.6712986593927592,0.43225709157794084,-3.8664458998040643,0.00011043294735462644,0.014536530035691749,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Aif1l,721.7929441854831,1.1811775394028965,0.21724845385773217,5.436989393611083,5.418836252289919e-08,2.2983893615268205e-05,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Cd44,1288.6090875061786,1.137275554567715,0.22560745298015344,5.040948512759286,4.632300960631319e-07,0.00015156888743185674,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Thbs1,2092.67386876334,1.7271065060311572,0.25835608155392215,6.684984907818741,2.3094844381095158e-11,2.2040179821025146e-08,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
Sord,182.86939743461198,0.9436524686802626,0.25198721639278,3.7448426241169446,0.0001805068882791089,0.02246918352796038,3,3,SH_vs_SC,WAT_IPC,vWAT,obesity_SH_vs_SC,deseq2_pseudobulk,True
